,ID,TABLEU,C1_ID,C1_AGE,C1_RANKING,C1_NATIONALITY,C1_HANDNESS,C1_WEAPON,C2_ID,C2_AGE,C2_RANKING,C2_NATIONALITY,C2_HANDNESS,C2_WEAPON,RESULT_C1,RESULT_C2,WINNER
21201,2015-520,8,Katrina-SMITH-26534,27,199, GREAT BRITAIN, Right, Epée ,Vikte-AZUKAITE-31104,22,172, LITHUANIA, Right, Epée , V/14,  D/13,0
21202,2015-520,8,Justine-GEROUDET-28545,26,468, SWITZERLAND, Right, Epée ,Maria-HUGAS_MALLORQUI-28021,27,9999999, GERMANY, Left, Epée , D/8,  V/15,1
21203,2015-520,8,Caitlin-CHANG-20706,25,635, JAMAICA, Left, Epée ,Medora-MCCARTHY-34712,21,9999999, GREAT BRITAIN, Right, Epée , V/15,  D/11,0
21204,2015-520,4,Ayaka-SHIMOOKAWA-24476,30,33, JAPAN, Left, Epée ,Katrina-SMITH-26534,27,199, GREAT BRITAIN, Right, Epée , V/15,  D/12,0
21205,2015-520,4,Maria-HUGAS_MALLORQUI-28021,27,9999999, GERMANY, Left, Epée ,Caitlin-CHANG-20706,25,635, JAMAICA, Left, Epée , D/10,  V/15,1
21206,2015-520,2,Ayaka-SHIMOOKAWA-24476,30,33, JAPAN, Left, Epée ,Caitlin-CHANG-20706,25,635, JAMAICA, Left, Epée , V/15,  D/10,0
21207,2015-1227,32,Rachel-AHO-33335,22,9999999, USA, Right, Sabre ,Sara-ESTRADA-28203,23,226, SPAIN, Right, Sabre , D/11,  V/15,1
21208,2015-1227,32,Katherine-KEMPE-14691,30,9999999, GREAT BRITAIN, Right, Sabre ,Ewa-BIELCZYK_MACZYNSKA-35328,31,9999999, POLAND, Right, Sabre , V/15,  D/11,0
21209,2015-1227,32,Bhavani_Devi-CHADALAVADA_ANANDHA_SUNDHARARAMAN-20960,25,60, INDIA, Right, Sabre ,Nikola-VRTISKOVA-19565,28,9999999, CZECH REPUBLIC, Right, Sabre , V/15,  D/14,0
21210,2015-1227,32,Kolfinna-JONSDOTTIR-29390,23,9999999, ICELAND, Right, Sabre ,Jennifer_Eleanor-SANCROFT-26819,31,451, GREAT BRITAIN, Right, Sabre , D/6,  V/15,1
21211,2015-1227,32,Thorbjorg-AGUSTSDOTTIR-4293,37,9999999, ICELAND, Right, Sabre ,Emily-RUAUX-23375,23,285, GREAT BRITAIN, Right, Sabre , V/15,  D/13,0
21212,2015-1227,32,Sharmaine_En_Qi-CHEUNG-29370,26,9999999, SINGAPORE, Left, Sabre ,Giulia-GASPARIN-27317,27,161, BRAZIL, Right, Sabre , V/15,  D/13,0
21213,2015-1227,32,Ann_Huimin-LEE-18259,27,200, SINGAPORE, Right, Sabre ,Tiffany-DELLAQUILA-27571,32,387, CHINESE TAIPEI, Right, Sabre , V/15,  D/14,0
21214,2015-1227,32,Letitia-STEER-37964,27,9999999, GREAT BRITAIN, Right, Sabre ,Ywen-LAU-34821,18,85, SINGAPORE, Right, Sabre , D/6,  V/15,1
21215,2015-1227,32,Sophie-SMITS-31706,24,9999999, NETHERLANDS, Right, Sabre ,Harriet-DIXON-30340,24,9999999, GREAT BRITAIN, Left, Sabre , D/9,  V/15,1
21216,2015-1227,32,Marta-BAEZA_CENTURION-18626,26,131, BRAZIL, Right, Sabre ,Rachel-LASANCE-38048,46,9999999, GREAT BRITAIN, Right, Sabre , V/15,  D/6,0
21217,2015-1227,16,Siu_In_Jenny-HO-18733,27,9999999, HONG KONG, Left, Sabre ,Sara-ESTRADA-28203,23,226, SPAIN, Right, Sabre , D/6,  V/15,1
21218,2015-1227,16,Katherine-KEMPE-14691,30,9999999, GREAT BRITAIN, Right, Sabre ,Bridget-PLEASANT-30265,26,305, GREAT BRITAIN, Right, Sabre , V/15,  D/14,0
21219,2015-1227,16,Bhavani_Devi-CHADALAVADA_ANANDHA_SUNDHARARAMAN-20960,25,60, INDIA, Right, Sabre ,Jennifer_Eleanor-SANCROFT-26819,31,451, GREAT BRITAIN, Right, Sabre , V/15,  D/9,0
21220,2015-1227,16,Thorbjorg-AGUSTSDOTTIR-4293,37,9999999, ICELAND, Right, Sabre ,Olga_A_-HRAMOVA-17756,29,142, BULGARIA, Right, Sabre , D/6,  V/15,1
21221,2015-1227,16,Sophie-WILLIAMS-16107,27,9999999, GREAT BRITAIN, Right, Sabre ,Sharmaine_En_Qi-CHEUNG-29370,26,9999999, SINGAPORE, Left, Sabre , V/15,  D/2,0
21222,2015-1227,16,Ann_Huimin-LEE-18259,27,200, SINGAPORE, Right, Sabre ,Ywen-LAU-34821,18,85, SINGAPORE, Right, Sabre , V/15,  D/14,0
21223,2015-1227,16,Marta-BAEZA_CENTURION-18626,26,131, BRAZIL, Right, Sabre ,Lucia-MARTIN_PORTUGUES-10145,28,34, SPAIN, Right, Sabre , V/15,  D/12,0
21224,2015-1227,8,Sara-ESTRADA-28203,23,226, SPAIN, Right, Sabre ,Katherine-KEMPE-14691,30,9999999, GREAT BRITAIN, Right, Sabre , D/9,  V/15,1
21225,2015-1227,8,Bhavani_Devi-CHADALAVADA_ANANDHA_SUNDHARARAMAN-20960,25,60, INDIA, Right, Sabre ,Olga_A_-HRAMOVA-17756,29,142, BULGARIA, Right, Sabre , D/7,  V/15,1
21226,2015-1227,8,Sophie-WILLIAMS-16107,27,9999999, GREAT BRITAIN, Right, Sabre ,Ann_Huimin-LEE-18259,27,200, SINGAPORE, Right, Sabre , D/14,  V/15,1
21227,2015-1227,4,Katherine-KEMPE-14691,30,9999999, GREAT BRITAIN, Right, Sabre ,Olga_A_-HRAMOVA-17756,29,142, BULGARIA, Right, Sabre , V/15,  D/13,0
21228,2015-1227,32,Rachel-AHO-33335,22,9999999, USA, Right, Sabre ,Sara-ESTRADA-28203,23,226, SPAIN, Right, Sabre , D/11,  V/15,1
21229,2015-1227,32,Katherine-KEMPE-14691,30,9999999, GREAT BRITAIN, Right, Sabre ,Ewa-BIELCZYK_MACZYNSKA-35328,31,9999999, POLAND, Right, Sabre , V/15,  D/11,0
21230,2015-1227,32,Bhavani_Devi-CHADALAVADA_ANANDHA_SUNDHARARAMAN-20960,25,60, INDIA, Right, Sabre ,Nikola-VRTISKOVA-19565,28,9999999, CZECH REPUBLIC, Right, Sabre , V/15,  D/14,0
21231,2015-1227,32,Kolfinna-JONSDOTTIR-29390,23,9999999, ICELAND, Right, Sabre ,Jennifer_Eleanor-SANCROFT-26819,31,451, GREAT BRITAIN, Right, Sabre , D/6,  V/15,1
21232,2015-1227,32,Thorbjorg-AGUSTSDOTTIR-4293,37,9999999, ICELAND, Right, Sabre ,Emily-RUAUX-23375,23,285, GREAT BRITAIN, Right, Sabre , V/15,  D/13,0
21233,2015-1227,32,Sharmaine_En_Qi-CHEUNG-29370,26,9999999, SINGAPORE, Left, Sabre ,Giulia-GASPARIN-27317,27,161, BRAZIL, Right, Sabre , V/15,  D/13,0
21234,2015-1227,32,Ann_Huimin-LEE-18259,27,200, SINGAPORE, Right, Sabre ,Tiffany-DELLAQUILA-27571,32,387, CHINESE TAIPEI, Right, Sabre , V/15,  D/14,0
21235,2015-1227,32,Letitia-STEER-37964,27,9999999, GREAT BRITAIN, Right, Sabre ,Ywen-LAU-34821,18,85, SINGAPORE, Right, Sabre , D/6,  V/15,1
21236,2015-1227,32,Sophie-SMITS-31706,24,9999999, NETHERLANDS, Right, Sabre ,Harriet-DIXON-30340,24,9999999, GREAT BRITAIN, Left, Sabre , D/9,  V/15,1
21237,2015-1227,32,Marta-BAEZA_CENTURION-18626,26,131, BRAZIL, Right, Sabre ,Rachel-LASANCE-38048,46,9999999, GREAT BRITAIN, Right, Sabre , V/15,  D/6,0
21238,2015-1227,16,Siu_In_Jenny-HO-18733,27,9999999, HONG KONG, Left, Sabre ,Sara-ESTRADA-28203,23,226, SPAIN, Right, Sabre , D/6,  V/15,1
21239,2015-1227,16,Katherine-KEMPE-14691,30,9999999, GREAT BRITAIN, Right, Sabre ,Bridget-PLEASANT-30265,26,305, GREAT BRITAIN, Right, Sabre , V/15,  D/14,0
21240,2015-1227,16,Bhavani_Devi-CHADALAVADA_ANANDHA_SUNDHARARAMAN-20960,25,60, INDIA, Right, Sabre ,Jennifer_Eleanor-SANCROFT-26819,31,451, GREAT BRITAIN, Right, Sabre , V/15,  D/9,0
21241,2015-1227,16,Thorbjorg-AGUSTSDOTTIR-4293,37,9999999, ICELAND, Right, Sabre ,Olga_A_-HRAMOVA-17756,29,142, BULGARIA, Right, Sabre , D/6,  V/15,1
21242,2015-1227,16,Sophie-WILLIAMS-16107,27,9999999, GREAT BRITAIN, Right, Sabre ,Sharmaine_En_Qi-CHEUNG-29370,26,9999999, SINGAPORE, Left, Sabre , V/15,  D/2,0
21243,2015-1227,16,Ann_Huimin-LEE-18259,27,200, SINGAPORE, Right, Sabre ,Ywen-LAU-34821,18,85, SINGAPORE, Right, Sabre , V/15,  D/14,0
21244,2015-1227,16,Marta-BAEZA_CENTURION-18626,26,131, BRAZIL, Right, Sabre ,Lucia-MARTIN_PORTUGUES-10145,28,34, SPAIN, Right, Sabre , V/15,  D/12,0
21245,2015-1227,8,Sara-ESTRADA-28203,23,226, SPAIN, Right, Sabre ,Katherine-KEMPE-14691,30,9999999, GREAT BRITAIN, Right, Sabre , D/9,  V/15,1
21246,2015-1227,8,Bhavani_Devi-CHADALAVADA_ANANDHA_SUNDHARARAMAN-20960,25,60, INDIA, Right, Sabre ,Olga_A_-HRAMOVA-17756,29,142, BULGARIA, Right, Sabre , D/7,  V/15,1
21247,2015-1227,8,Sophie-WILLIAMS-16107,27,9999999, GREAT BRITAIN, Right, Sabre ,Ann_Huimin-LEE-18259,27,200, SINGAPORE, Right, Sabre , D/14,  V/15,1
21248,2015-1227,4,Katherine-KEMPE-14691,30,9999999, GREAT BRITAIN, Right, Sabre ,Olga_A_-HRAMOVA-17756,29,142, BULGARIA, Right, Sabre , V/15,  D/13,0
21249,2015-799,32,Paris_A_-INOSTROZA_BUDINICH-2076,46,9999999, CHILE, Right, Epée ,Andres_Felipe-CAMPOS_ZARATE-19216,35,138, COLOMBIA, Right, Epée , V/14,  D/5,0
21250,2015-799,32,Silvio-FERNANDEZ-10139,40,854, VENEZUELA, Right, Epée ,Ringo-QUINTERO_ALVAREZ-27383,28,166, CUBA, Right, Epée , V/15,  D/12,0
21251,2015-799,32,Francisco-LIMARDO-12246,31,40, VENEZUELA, Right, Epée ,Dario-IBARRA-30758,24,202, MEXICO, Right, Epée , V/10,  D/9,0
21252,2015-799,32,Hugues-BOISVERT_SIMARD-10362,37,887, CANADA, Right, Epée ,Alessandro-TACCANI-21004,26,153, ARGENTINA, Right, Epée , V/15,  D/14,0
21253,2015-799,32,Ruben-LIMARDO_GASCON-10222,33,4, VENEZUELA, Left, Epée ,Athos-SCHWANTES-8609,33,125, BRAZIL, Right, Epée , V/15,  D/5,0
21254,2015-799,32,Benjamin-BRATTON-6496,33,336, USA, Right, Epée ,Fidel-FERRET_FERRER-33230,27,9999999, CUBA, Right, Epée , V/13,  D/8,0
21255,2015-799,32,Nicolas-FERREIRA-22961,26,170, BRAZIL, Right, Epée ,Kelvin-CANAS-15686,31,659, VENEZUELA, Right, Epée , D/10,  V/15,1
21256,2015-799,32,Maxime-BRINCK_CROTEAU-11494,32,164, CANADA, Right, Epée ,Omar-CARRILLO-22773,29,9999999, MEXICO, Right, Epée , V/15,  D/7,0
21257,2015-799,32,Ariel-SIMMONS-32320,22,245, USA, Right, Epée ,Jose_Rafael-LOCKHUART_GUERRERO-23143,27,9999999, DOMINICAN REPUBLIC, Right, Epée , V/15,  D/6,0
21258,2015-799,32,Jose_Felix-DOMINGUEZ-11034,35,104, ARGENTINA, Right, Epée ,Jason-PRYOR-12094,31,81, USA, Right, Epée , D/7,  V/9,1
21259,2015-799,32,Leland-GUILLEMIN-17931,31,9999999, CANADA, Right, Epée ,Ryan_Aaron-RODRIGUEZ_SUAREZ-32590,25,9999999, MEXICO, Right, Epée , V/15,  D/12,0
21260,2015-799,32,Yunior-REYTOR_VENET-29918,30,54, CUBA, Right, Epée ,Reynier-HENRIQUEZ_ORTIZ-30965,32,94, CUBA, Right, Epée , D/13,  V/15,1
21261,2015-799,32,Christian_J_-RIVERA_RIVERA-30989,22,9999999, PUERTO RICO, Left, Epée ,John_Edison-RODRIGUEZ-21208,27,41, COLOMBIA, Left, Epée , D/6,  V/15,1
21262,2015-799,16,Paris_A_-INOSTROZA_BUDINICH-2076,46,9999999, CHILE, Right, Epée ,Silvio-FERNANDEZ-10139,40,854, VENEZUELA, Right, Epée , D/4,  V/5,1
21263,2015-799,16,Francisco-LIMARDO-12246,31,40, VENEZUELA, Right, Epée ,Hugues-BOISVERT_SIMARD-10362,37,887, CANADA, Right, Epée , V/10,  D/9,0
21264,2015-799,16,Yeisser-RAMIREZ-36104,32,217, USA, Right, Epée ,Ruben-LIMARDO_GASCON-10222,33,4, VENEZUELA, Left, Epée , D/11,  V/14,1
21265,2015-799,16,Benjamin-BRATTON-6496,33,336, USA, Right, Epée ,Kelvin-CANAS-15686,31,659, VENEZUELA, Right, Epée , V/10,  D/9,0
21266,2015-799,16,Maxime-BRINCK_CROTEAU-11494,32,164, CANADA, Right, Epée ,Ariel-SIMMONS-32320,22,245, USA, Right, Epée , V/15,  D/7,0
21267,2015-799,16,Leland-GUILLEMIN-17931,31,9999999, CANADA, Right, Epée ,Jean-LELION-2003,37,9999999, CANADA, Right, Epée , D/12,  V/15,1
21268,2015-799,16,Reynier-HENRIQUEZ_ORTIZ-30965,32,94, CUBA, Right, Epée ,John_Edison-RODRIGUEZ-21208,27,41, COLOMBIA, Left, Epée , V/15,  D/11,0
21269,2015-799,8,Silvio-FERNANDEZ-10139,40,854, VENEZUELA, Right, Epée ,Francisco-LIMARDO-12246,31,40, VENEZUELA, Right, Epée , D/10,  V/11,1
21270,2015-799,8,Ruben-LIMARDO_GASCON-10222,33,4, VENEZUELA, Left, Epée ,Benjamin-BRATTON-6496,33,336, USA, Right, Epée , V/10,  D/9,0
21271,2015-799,8,Maxime-BRINCK_CROTEAU-11494,32,164, CANADA, Right, Epée ,Jason-PRYOR-12094,31,81, USA, Right, Epée , V/12,  D/10,0
21272,2015-799,8,Jean-LELION-2003,37,9999999, CANADA, Right, Epée ,Reynier-HENRIQUEZ_ORTIZ-30965,32,94, CUBA, Right, Epée , D/9,  V/14,1
21273,2015-799,4,Francisco-LIMARDO-12246,31,40, VENEZUELA, Right, Epée ,Ruben-LIMARDO_GASCON-10222,33,4, VENEZUELA, Left, Epée , D/8,  V/10,1
21274,2015-799,4,Maxime-BRINCK_CROTEAU-11494,32,164, CANADA, Right, Epée ,Reynier-HENRIQUEZ_ORTIZ-30965,32,94, CUBA, Right, Epée , V/4,  D/3,0
21275,2015-799,2,Ruben-LIMARDO_GASCON-10222,33,4, VENEZUELA, Left, Epée ,Maxime-BRINCK_CROTEAU-11494,32,164, CANADA, Right, Epée , V/10,  D/6,0
21276,2015-800,32,Nzingha-PRESCOD-18071,26,14, USA, Right, Foil ,Aidee-HERNANDEZ-24724,24,9999999, MEXICO, Right, Foil , V/15,  D/4,0
21277,2015-800,32,Alejandra-FLORES-16790,27,192, CHILE, Right, Foil ,Ana_Beatriz-BULCAO-25293,25,89, BRAZIL, Left, Foil , D/5,  V/15,1
21278,2015-800,32,Nicole-ROSS-12269,29,13, USA, Right, Foil ,Ivania_Carolina-CARBALLO_BARRERA-25104,25,142, EL SALVADOR, Right, Foil , V/15,  D/3,0
21279,2015-800,32,Alejandra_A_-CARBONE-1424,43,9999999, ARGENTINA, Right, Foil ,Nataly-MICHEL-16779,28,86, MEXICO, Right, Foil , D/2,  V/15,1
21280,2015-800,32,Shannon-COMERFORD-12287,30,187, CANADA, Left, Foil ,Liz-RIVERO-25126,28,216, VENEZUELA, Right, Foil , V/15,  D/4,0
21281,2015-800,32,Paula-SILVA-14212,30,168, CHILE, Right, Foil ,Maria_Ludmila-TERNI-23037,30,150, ARGENTINA, Left, Foil , V/15,  D/6,0
21282,2015-800,32,Alanna-GOLDIE-22533,24,38, CANADA, Right, Foil ,Gabriela-CECCHINI-30930,21,80, BRAZIL, Right, Foil , D/9,  V/15,1
21283,2015-800,32,Alejandra-MUNOZ-28891,24,9999999, CHILE, Right, Foil ,Isis-GIMENEZ-21261,28,118, VENEZUELA, Right, Foil , D/2,  V/15,1
21284,2015-800,32,Tais-ROCHEL-8790,35,9999999, BRAZIL, Left, Foil ,Alely-HERNANDEZ-22401,27,84, MEXICO, Right, Foil , V/15,  D/9,0
21285,2015-800,32,Emiliana-RIVERO-35325,24,9999999, VENEZUELA, Right, Foil ,Eleanor-HARVEY-23398,23,8, CANADA, Left, Foil , D/6,  V/15,1
21286,2015-800,32,Sabrina-MASSIALAS-28086,21,139, USA, Right, Foil ,Angela-WINTER_NUEVO-16821,31,9999999, CUBA, Right, Foil , V/15,  D/3,0
21287,2015-800,32,Daylen_Cristina-MORENO_VALIENTE-34734,23,165, CUBA, Left, Foil ,Flavia_Johana-MORMANDI-1455,32,82, ARGENTINA, Left, Foil , D/13,  V/15,1
21288,2015-800,32,Kelleigh-RYAN-9309,31,22, CANADA, Right, Foil ,Elizabeyh-HIDALGO_HERRERA-21197,30,163, CUBA, Right, Foil , V/15,  D/10,0
21289,2015-800,32,Pilar_Cecilia-MARTINA_ALICEA-12248,31,9999999, PUERTO RICO, Right, Foil ,Lee-KIEFER-21717,24,3, USA, Right, Foil , D/2,  V/15,1
21290,2015-800,16,Nzingha-PRESCOD-18071,26,14, USA, Right, Foil ,Ana_Beatriz-BULCAO-25293,25,89, BRAZIL, Left, Foil , V/15,  D/13,0
21291,2015-800,16,Nicole-ROSS-12269,29,13, USA, Right, Foil ,Nataly-MICHEL-16779,28,86, MEXICO, Right, Foil , V/15,  D/11,0
21292,2015-800,16,Melissa-REBOLLEDO-27157,24,102, MEXICO, Right, Foil ,Shannon-COMERFORD-12287,30,187, CANADA, Left, Foil , V/11,  D/8,0
21293,2015-800,16,Gabriela-CECCHINI-30930,21,80, BRAZIL, Right, Foil ,Isis-GIMENEZ-21261,28,118, VENEZUELA, Right, Foil , D/6,  V/15,1
21294,2015-800,16,Tais-ROCHEL-8790,35,9999999, BRAZIL, Left, Foil ,Eleanor-HARVEY-23398,23,8, CANADA, Left, Foil , D/7,  V/11,1
21295,2015-800,16,Sabrina-MASSIALAS-28086,21,139, USA, Right, Foil ,Flavia_Johana-MORMANDI-1455,32,82, ARGENTINA, Left, Foil , V/15,  D/7,0
21296,2015-800,16,Kelleigh-RYAN-9309,31,22, CANADA, Right, Foil ,Lee-KIEFER-21717,24,3, USA, Right, Foil , D/7,  V/15,1
21297,2015-800,8,Nzingha-PRESCOD-18071,26,14, USA, Right, Foil ,Nicole-ROSS-12269,29,13, USA, Right, Foil , D/10,  V/15,1
21298,2015-800,8,Isis-GIMENEZ-21261,28,118, VENEZUELA, Right, Foil ,Eleanor-HARVEY-23398,23,8, CANADA, Left, Foil , V/14,  D/11,0
21299,2015-800,8,Sabrina-MASSIALAS-28086,21,139, USA, Right, Foil ,Lee-KIEFER-21717,24,3, USA, Right, Foil , D/10,  V/15,1
21300,2015-800,4,Isis-GIMENEZ-21261,28,118, VENEZUELA, Right, Foil ,Lee-KIEFER-21717,24,3, USA, Right, Foil , D/12,  V/15,1
21301,2015-800,2,Nicole-ROSS-12269,29,13, USA, Right, Foil ,Lee-KIEFER-21717,24,3, USA, Right, Foil , D/12,  V/15,1
21302,2015-801,32,Ibtihaj-MUHAMMAD-22258,33,9999999, USA, Right, Sabre ,Diana-HOYOS-16799,33,9999999, COLOMBIA, Right, Sabre , V/15,  D/7,0
21303,2015-801,32,Alba_Elizabeth-MARROQUIN_CASTANEDA-2361,34,9999999, EL SALVADOR, Right, Sabre ,Gabriella-PAGE-25921,24,66, CANADA, Right, Sabre , D/7,  V/15,1
21304,2015-801,32,Dagmara-WOZNIAK-9199,30,9, USA, Left, Sabre ,Shia-RODRIGUEZ-27197,24,115, VENEZUELA, Right, Sabre , V/15,  D/5,0
21305,2015-801,32,Patricia-CONTRERAS-13090,32,377, VENEZUELA, Right, Sabre ,Julieta-TOLEDO-30696,21,117, MEXICO, Right, Sabre , D/13,  V/15,1
21306,2015-801,32,Maria_Belen-PEREZ_MAURICE-1458,33,39, ARGENTINA, Left, Foil ,Brittany-CUBANO-31326,27,9999999, PUERTO RICO, Left, Sabre , V/15,  D/9,0
21307,2015-801,32,Karina-LAKERBAI-21096,30,9999999, BRAZIL, Right, Sabre ,Alejandra-BENITEZ-8745,38,46, VENEZUELA, Right, Sabre , D/4,  V/15,1
21308,2015-801,32,Heyddys-VALENTIN-25347,27,163, DOMINICAN REPUBLIC, Right, Sabre ,Adriana-ATTAR_COHEN-19091,37,9999999, ARGENTINA, Right, Sabre , V/15,  D/14,0
21309,2015-801,32,Marta-BAEZA_CENTURION-18626,26,131, BRAZIL, Right, Sabre ,Paola-PLIEGO-27182,24,9999999, MEXICO, Right, Sabre , D/6,  V/15,1
21310,2015-801,32,Anne_Elizabeth-STONE-14935,28,10, USA, Right, Sabre ,Madelin_Yesenia-HERNANDEZ_ELIAS-25558,29,9999999, EL SALVADOR, Right, Sabre , V/15,  D/1,0
21311,2015-801,32,Rossy-FELIX_LARA-21164,29,140, DOMINICAN REPUBLIC, Right, Sabre ,Meredith-GIROUX-14815,30,9999999, CANADA, Right, Sabre , V/15,  D/10,0
21312,2015-801,32,Vilmarie-ACOSTA_PEREIRA-27516,23,9999999, PUERTO RICO, Right, Sabre ,Tania-ARRAYALES-30697,22,9999999, MEXICO, Right, Sabre , D/5,  V/15,1
21313,2015-801,32,Ursula-GONZALEZ_GARATE-25597,27,381, MEXICO, Right, Sabre ,Melody_Rochell-MARTINEZ_DE_LOS_SANTOS-25418,29,114, DOMINICAN REPUBLIC, Right, Sabre , V/15,  D/13,0
21314,2015-801,32,Yaritza-GOULET_QUIALA-19164,29,102, CUBA, Right, Sabre ,Jennifer-MORALES_CARRIERA-16771,30,9999999, CUBA, Right, Sabre , D/7,  V/15,1
21315,2015-801,32,Linda-KLIMAVICIUS-31344,25,155, COLOMBIA, Right, Sabre ,Marissa-PONICH-26433,31,100, CANADA, Right, Sabre , D/7,  V/15,1
21316,2015-801,32,Maria_Alicia-PERRONI-26772,30,353, ARGENTINA, Left, Sabre ,Mariel-ZAGUNIS-6783,33,29, USA, Left, Sabre , D/1,  V/15,1
21317,2015-801,16,Ibtihaj-MUHAMMAD-22258,33,9999999, USA, Right, Sabre ,Gabriella-PAGE-25921,24,66, CANADA, Right, Sabre , V/15,  D/13,0
21318,2015-801,16,Dagmara-WOZNIAK-9199,30,9, USA, Left, Sabre ,Julieta-TOLEDO-30696,21,117, MEXICO, Right, Sabre , V/15,  D/12,0
21319,2015-801,16,Maria_Belen-PEREZ_MAURICE-1458,33,39, ARGENTINA, Left, Foil ,Alejandra-BENITEZ-8745,38,46, VENEZUELA, Right, Sabre , D/10,  V/15,1
21320,2015-801,16,Heyddys-VALENTIN-25347,27,163, DOMINICAN REPUBLIC, Right, Sabre ,Paola-PLIEGO-27182,24,9999999, MEXICO, Right, Sabre , D/10,  V/15,1
21321,2015-801,16,Rossy-FELIX_LARA-21164,29,140, DOMINICAN REPUBLIC, Right, Sabre ,Tania-ARRAYALES-30697,22,9999999, MEXICO, Right, Sabre , D/13,  V/15,1
21322,2015-801,16,Ursula-GONZALEZ_GARATE-25597,27,381, MEXICO, Right, Sabre ,Jennifer-MORALES_CARRIERA-16771,30,9999999, CUBA, Right, Sabre , V/15,  D/14,0
21323,2015-801,16,Marissa-PONICH-26433,31,100, CANADA, Right, Sabre ,Mariel-ZAGUNIS-6783,33,29, USA, Left, Sabre , D/5,  V/15,1
21324,2015-801,8,Ibtihaj-MUHAMMAD-22258,33,9999999, USA, Right, Sabre ,Dagmara-WOZNIAK-9199,30,9, USA, Left, Sabre , D/5,  V/15,1
21325,2015-801,8,Alejandra-BENITEZ-8745,38,46, VENEZUELA, Right, Sabre ,Paola-PLIEGO-27182,24,9999999, MEXICO, Right, Sabre , D/12,  V/15,1
21326,2015-801,8,Anne_Elizabeth-STONE-14935,28,10, USA, Right, Sabre ,Tania-ARRAYALES-30697,22,9999999, MEXICO, Right, Sabre , V/15,  D/3,0
21327,2015-801,8,Ursula-GONZALEZ_GARATE-25597,27,381, MEXICO, Right, Sabre ,Mariel-ZAGUNIS-6783,33,29, USA, Left, Sabre , D/6,  V/15,1
21328,2015-801,4,Dagmara-WOZNIAK-9199,30,9, USA, Left, Sabre ,Paola-PLIEGO-27182,24,9999999, MEXICO, Right, Sabre , V/15,  D/10,0
21329,2015-801,4,Anne_Elizabeth-STONE-14935,28,10, USA, Right, Sabre ,Mariel-ZAGUNIS-6783,33,29, USA, Left, Sabre , D/10,  V/15,1
21330,2015-801,2,Dagmara-WOZNIAK-9199,30,9, USA, Left, Sabre ,Mariel-ZAGUNIS-6783,33,29, USA, Left, Sabre , D/8,  V/15,1
21331,2015-802,32,Jeff-SPEAR-9182,30,113, USA, Left, Sabre ,Hector_David-CASTRO_LINARES-25417,25,9999999, DOMINICAN REPUBLIC, Right, Sabre , V/15,  D/5,0
21332,2015-802,32,Noslen-MONTALVO_CATOR-33232,30,227, CUBA, Left, Sabre ,Yoandry-IRIARTE_GALVEZ-27692,32,9999999, CUBA, Right, Sabre , V/15,  D/13,0
21333,2015-802,32,Jose-QUINTERO-28876,22,161, VENEZUELA, Right, Sabre ,Hector-FLORENCIA-31176,22,9999999, MEXICO, Right, Sabre , V/15,  D/6,0
21334,2015-802,32,Carlos-CORREA_VILA-27140,22,9999999, COLOMBIA, Right, Sabre ,Mark-PEROS-2027,42,9999999, CANADA, Right, Sabre , D/14,  V/15,1
21335,2015-802,32,Joseph-POLOSSIFAKIS-17706,28,535, CANADA, Left, Sabre ,Sebastian-ARENAS-31342,21,9999999, COLOMBIA, Right, Sabre , V/15,  D/5,0
21336,2015-802,32,Shaul-GORDON-25917,24,24, CANADA, Right, Sabre ,Julian-AYALA-25181,26,61, MEXICO, Right, Sabre , D/13,  V/15,1
21337,2015-802,32,Teddy-WELLER-15297,29,78, VIRGIN ISLANDS, Right, Sabre ,Joaquin_Alberto-TOBAR_MARTINEZ-19425,31,219, EL SALVADOR, Right, Sabre , V/15,  D/12,0
21338,2015-802,32,Eduardo-LARA-27262,23,9999999, MEXICO, Right, Sabre ,Eli-DERSHWITZ-27914,23,1, USA, Left, Sabre , D/4,  V/15,1
21339,2015-802,32,Renzo-AGRESTA-8950,33,9999999, BRAZIL, Right, Sabre ,Eliecer-ROMERO-25040,24,50, VENEZUELA, Left, Sabre , V/15,  D/9,0
21340,2015-802,32,Abraham-RODRIGUEZ-16063,31,164, VENEZUELA, Right, Sabre ,Peter-SOUDERS-21560,28,206, USA, Right, Sabre , D/8,  V/15,1
21341,2015-802,32,Stefano_Ivan-LUCCHETTI-29223,21,53, ARGENTINA, Right, Sabre ,Daniel-RAMIREZ-37154,23,623, CHILE, Right, Sabre , V/15,  D/3,0
21342,2015-802,32,Rafael-WESTER_REYES-18576,28,141, PUERTO RICO, Right, Sabre ,Jesus-CARVAJAL-30975,23,499, VENEZUELA, Right, Sabre , D/11,  V/15,1
21343,2015-802,32,Tarik-RUIZ-16679,27,9999999, CHILE, Right, Sabre ,Luis-CORREA_VILA-27141,22,107, COLOMBIA, Right, Sabre , D/8,  V/15,1
21344,2015-802,32,Adrian-ACUNA_RAMIREZ-30634,22,104, MEXICO, Right, Sabre ,Ricardo_Alberto-BUSTAMANTE-15642,30,296, ARGENTINA, Right, Sabre , D/8,  V/15,1
