,ID,TABLEU,C1_ID,C1_AGE,C1_RANKING,C1_NATIONALITY,C1_HANDNESS,C1_WEAPON,C2_ID,C2_AGE,C2_RANKING,C2_NATIONALITY,C2_HANDNESS,C2_WEAPON,RESULT_C1,RESULT_C2,WINNER
21046,2015-474,16,Junghwan-KIM-11066,35,3, KOREA, Right, Sabre ,Vincent-ANSTETT-2693,36,17, FRANCE, Right, Sabre , V/15,  D/4,0
21047,2015-474,16,Nikolasz-ILIASZ-17179,27,73, HUNGARY, Left, Sabre ,Kamil-IBRAGIMOV-24920,25,6, RUSSIA, Right, Sabre , D/8,  V/15,1
21048,2015-474,16,Diego-OCCHIUZZI-4603,37,509, ITALY, Right, Sabre ,Max-HARTUNG-12611,29,9, GERMANY, Right, Sabre , D/12,  V/15,1
21049,2015-474,16,Eunseok-OH-10782,35,9999999, KOREA, Left, Sabre ,Enrico-BERRE-24259,26,12, ITALY, Right, Sabre , V/15,  D/13,0
21050,2015-474,16,Alberto-PELLEGRINI-11021,30,82, ITALY, Right, Sabre ,Luigi-SAMELE-9746,31,11, ITALY, Left, Sabre , D/11,  V/15,1
21051,2015-474,16,Luca-CURATOLI-24460,24,7, ITALY, Left, Sabre ,Tiberiu-DOLNICEANU-13643,30,27, ROMANIA, Right, Sabre , D/10,  V/15,1
21052,2015-474,16,Benedikt-WAGNER-15182,28,19, GERMANY, Right, Sabre ,Alin-BADEA-16385,30,38, ROMANIA, Right, Sabre , D/8,  V/15,1
21053,2015-474,16,Luigi-MIRACCO-12531,31,87, ITALY, Right, Sabre ,Bongil-GU-18876,29,2, KOREA, Right, Sabre , D/7,  V/15,1
21054,2015-474,8,Junghwan-KIM-11066,35,3, KOREA, Right, Sabre ,Kamil-IBRAGIMOV-24920,25,6, RUSSIA, Right, Sabre , D/13,  V/15,1
21055,2015-474,8,Max-HARTUNG-12611,29,9, GERMANY, Right, Sabre ,Eunseok-OH-10782,35,9999999, KOREA, Left, Sabre , V/15,  D/10,0
21056,2015-474,8,Luigi-SAMELE-9746,31,11, ITALY, Left, Sabre ,Tiberiu-DOLNICEANU-13643,30,27, ROMANIA, Right, Sabre , D/12,  V/15,1
21057,2015-474,8,Alin-BADEA-16385,30,38, ROMANIA, Right, Sabre ,Bongil-GU-18876,29,2, KOREA, Right, Sabre , D/11,  V/15,1
21058,2015-474,4,Kamil-IBRAGIMOV-24920,25,6, RUSSIA, Right, Sabre ,Max-HARTUNG-12611,29,9, GERMANY, Right, Sabre , V/15,  D/13,0
21059,2015-474,4,Tiberiu-DOLNICEANU-13643,30,27, ROMANIA, Right, Sabre ,Bongil-GU-18876,29,2, KOREA, Right, Sabre , D/10,  V/15,1
21060,2015-474,2,Kamil-IBRAGIMOV-24920,25,6, RUSSIA, Right, Sabre ,Bongil-GU-18876,29,2, KOREA, Right, Sabre , D/14,  V/15,1
21061,2015-471,32,Mariel-ZAGUNIS-6783,33,29, USA, Left, Sabre ,Alina-KOMASHCHUK-21499,25,18, UKRAINE, Right, Sabre , V/15,  D/6,0
21062,2015-471,32,Jiarui-QIAN-31279,26,19, CHINA, Right, Sabre ,Olena-KRAVATSKA-19403,26,9999999, UKRAINE, Right, Sabre , D/12,  V/15,1
21063,2015-471,32,Vassiliki-VOUGIOUKA-3967,32,9999999, GREECE, Right, Foil ,Sara-BALZER-29003,23,127, FRANCE, Left, Sabre , V/15,  D/4,0
21064,2015-471,32,Angelika-WATOR-26116,24,68, POLAND, Right, Sabre ,Jiyeon-KIM-18881,30,8, KOREA, Left, Sabre , D/8,  V/15,1
21065,2015-471,32,Rossella-GREGORIO-15098,28,12, ITALY, Left, Sabre ,Misaki-EMURA-32026,20,37, JAPAN, Right, Sabre , V/15,  D/12,0
21066,2015-471,32,Norika-TAMURA-22363,27,36, JAPAN, Right, Sabre ,Saoussen-BOUDIAF-26533,25,53, FRANCE, Right, Sabre , D/13,  V/15,1
21067,2015-471,32,Aleksandra-SOCHA-5471,36,40, USA, Right, Sabre ,Yaqi-SHAO-31302,22,13, CHINA, Right, Sabre , V/15,  D/7,0
21068,2015-471,32,Cecilia-BERDER-15536,29,4, FRANCE, Right, Sabre ,Dagmara-WOZNIAK-9199,30,9, USA, Left, Sabre , V/15,  D/9,0
21069,2015-471,32,Sofya-VELIKAYA-9993,33,2, RUSSIA, Right, Sabre ,Jiyeon-SEO-25157,25,191, KOREA, Right, Sabre , V/15,  D/6,0
21070,2015-471,32,Seona-HWANG-16438,29,41, KOREA, Right, Sabre ,Azza-BESBES-15847,28,33, TUNISIA, Right, Sabre , V/15,  D/12,0
21071,2015-471,32,Galyna-PUNDYK-8211,31,9999999, UKRAINE, Right, Sabre ,Yuliya-GAVRILOVA-17757,29,82, RUSSIA, Right, Sabre , D/8,  V/15,1
21072,2015-471,32,Magdalena-PASTERNAK-19756,27,9999999, POLAND, Right, Sabre ,Sooyeon-CHOI-29536,28,14, KOREA, Right, Sabre , V/15,  D/12,0
21073,2015-471,32,Charlotte-LEMBACH-13452,30,17, FRANCE, Right, Sabre ,Laia-VILA-12963,28,63, SPAIN, Right, Sabre , V/15,  D/7,0
21074,2015-471,32,Flora-PALU-12479,30,9999999, FRANCE, Right, Sabre ,Yana-EGORIAN-25208,25,6, RUSSIA, Left, Sabre , D/10,  V/15,1
21075,2015-471,32,Anna-MARTON-26354,23,3, HUNGARY, Right, Sabre ,Caterina-NAVARRIA-19917,26,80, ITALY, Right, Sabre , V/15,  D/10,0
21076,2015-471,32,Malgorzata-KOZACZUK-10286,30,38, POLAND, Left, Sabre ,Olga-KHARLAN-13715,28,1, UKRAINE, Right, Sabre , D/10,  V/15,1
21077,2015-471,16,Mariel-ZAGUNIS-6783,33,29, USA, Left, Sabre ,Olena-KRAVATSKA-19403,26,9999999, UKRAINE, Right, Sabre , V/15,  D/12,0
21078,2015-471,16,Vassiliki-VOUGIOUKA-3967,32,9999999, GREECE, Right, Foil ,Jiyeon-KIM-18881,30,8, KOREA, Left, Sabre , D/14,  V/15,1
21079,2015-471,16,Rossella-GREGORIO-15098,28,12, ITALY, Left, Sabre ,Saoussen-BOUDIAF-26533,25,53, FRANCE, Right, Sabre , D/7,  V/15,1
21080,2015-471,16,Aleksandra-SOCHA-5471,36,40, USA, Right, Sabre ,Cecilia-BERDER-15536,29,4, FRANCE, Right, Sabre , V/15,  D/13,0
21081,2015-471,16,Sofya-VELIKAYA-9993,33,2, RUSSIA, Right, Sabre ,Seona-HWANG-16438,29,41, KOREA, Right, Sabre , V/15,  D/4,0
21082,2015-471,16,Yuliya-GAVRILOVA-17757,29,82, RUSSIA, Right, Sabre ,Magdalena-PASTERNAK-19756,27,9999999, POLAND, Right, Sabre , V/15,  D/8,0
21083,2015-471,16,Charlotte-LEMBACH-13452,30,17, FRANCE, Right, Sabre ,Yana-EGORIAN-25208,25,6, RUSSIA, Left, Sabre , D/8,  V/15,1
21084,2015-471,16,Anna-MARTON-26354,23,3, HUNGARY, Right, Sabre ,Olga-KHARLAN-13715,28,1, UKRAINE, Right, Sabre , D/7,  V/15,1
21085,2015-471,8,Mariel-ZAGUNIS-6783,33,29, USA, Left, Sabre ,Jiyeon-KIM-18881,30,8, KOREA, Left, Sabre , V/15,  D/9,0
21086,2015-471,8,Saoussen-BOUDIAF-26533,25,53, FRANCE, Right, Sabre ,Aleksandra-SOCHA-5471,36,40, USA, Right, Sabre , D/9,  V/15,1
21087,2015-471,8,Sofya-VELIKAYA-9993,33,2, RUSSIA, Right, Sabre ,Yuliya-GAVRILOVA-17757,29,82, RUSSIA, Right, Sabre , V/15,  D/11,0
21088,2015-471,8,Yana-EGORIAN-25208,25,6, RUSSIA, Left, Sabre ,Olga-KHARLAN-13715,28,1, UKRAINE, Right, Sabre , D/13,  V/15,1
21089,2015-471,4,Mariel-ZAGUNIS-6783,33,29, USA, Left, Sabre ,Aleksandra-SOCHA-5471,36,40, USA, Right, Sabre , D/2,  V/15,1
21090,2015-471,4,Sofya-VELIKAYA-9993,33,2, RUSSIA, Right, Sabre ,Olga-KHARLAN-13715,28,1, UKRAINE, Right, Sabre , V/15,  D/7,0
21091,2015-471,2,Aleksandra-SOCHA-5471,36,40, USA, Right, Sabre ,Sofya-VELIKAYA-9993,33,2, RUSSIA, Right, Sabre , D/9,  V/15,1
21092,2015-451,32,Alberta-SANTUCCIO-23170,24,29, ITALY, Right, Epée ,Giulia-RIZZI-12562,29,13, ITALY, Right, Epée , D/6,  V/15,1
21093,2015-451,32,Simona-POP-9855,30,9999999, ROMANIA, Left, Epée ,Mara-NAVARRIA-9248,33,1, ITALY, Right, Epée , D/9,  V/15,1
21094,2015-451,32,Camilla-BATINI-23567,26,9999999, ITALY, Right, Epée ,Francesca-BOSCARELLI-4388,36,92, ITALY, Right, Epée , V/15,  D/6,0
21095,2015-451,32,Julia-BELJAJEVA-20450,26,28, ESTONIA, Right, Epée ,Yujie-SUN-18973,26,9999999, CHINA, Left, Epée , D/9,  V/15,1
21096,2015-451,32,Yana-SHEMYAKINA-6435,33,167, UKRAINE, Right, Epée ,Tatiana-GUDKOVA-25207,26,38, RUSSIA, Left, Epée , V/15,  D/11,0
21097,2015-451,32,Rayssa-COSTA-25081,27,9999999, BRAZIL, Right, Epée ,Bianca-DEL_CARRETTO-4461,33,9999999, ITALY, Right, Epée , D/9,  V/15,1
21098,2015-451,32,Injeong-CHOI-25200,28,8, KOREA, Right, Epée ,Alexandra-NDOLO-18515,32,53, GERMANY, Left, Epée , V/15,  D/14,0
21099,2015-451,32,Olga-KOCHNEVA-17600,30,77, RUSSIA, Right, Epée ,Lyubov-SHUTOVA-5839,35,212, RUSSIA, Right, Epée , V/10,  D/9,0
21100,2015-451,32,Katharine-HOLMES-22023,25,34, USA, Right, Epée ,Yana-ZVEREVA-16393,29,149, RUSSIA, Left, Epée , V/15,  D/9,0
21101,2015-451,32,Marie_Florence-CANDASSAMY-20179,27,30, FRANCE, Right, Epée ,Kelley-HURLEY-9122,30,14, USA, Left, Epée , D/14,  V/15,1
21102,2015-451,32,Katrina-LEHIS-24108,24,9, ESTONIA, Left, Epée ,Simona-GHERMAN-5621,33,9999999, ROMANIA, Right, Epée , V/15,  D/14,0
21103,2015-451,32,Britta-HEIDEMANN-3593,36,9999999, GERMANY, Right, Epée ,Young_Mi-KANG-8284,33,6, KOREA, Left, Epée , D/11,  V/15,1
21104,2015-451,32,Sera-SONG-33038,25,266, KOREA, Left, Epée ,Courtney-HURLEY-11652,28,11, USA, Right, Epée , D/9,  V/15,1
21105,2015-451,32,Violetta-KOLOBOVA-18949,27,16, RUSSIA, Right, Epée ,Anna-SIVKOVA-5840,36,9999999, RUSSIA, Right, Epée , V/15,  D/8,0
21106,2015-451,32,Xue-QIN-31092,23,9999999, CHINA, Right, Epée ,Emese-SZASZ-4220,36,3, HUNGARY, Left, Epée , V/15,  D/10,0
21107,2015-451,16,Giulia-RIZZI-12562,29,13, ITALY, Right, Epée ,Mara-NAVARRIA-9248,33,1, ITALY, Right, Epée , V/15,  D/11,0
21108,2015-451,16,Camilla-BATINI-23567,26,9999999, ITALY, Right, Epée ,Yujie-SUN-18973,26,9999999, CHINA, Left, Epée , D/11,  V/15,1
21109,2015-451,16,Yana-SHEMYAKINA-6435,33,167, UKRAINE, Right, Epée ,Bianca-DEL_CARRETTO-4461,33,9999999, ITALY, Right, Epée , V/12,  D/11,0
21110,2015-451,16,Olga-KOCHNEVA-17600,30,77, RUSSIA, Right, Epée ,Katharine-HOLMES-22023,25,34, USA, Right, Epée , V/14,  D/13,0
21111,2015-451,16,Kelley-HURLEY-9122,30,14, USA, Left, Epée ,Katrina-LEHIS-24108,24,9, ESTONIA, Left, Epée , D/14,  V/15,1
21112,2015-451,16,Young_Mi-KANG-8284,33,6, KOREA, Left, Epée ,Courtney-HURLEY-11652,28,11, USA, Right, Epée , D/13,  V/15,1
21113,2015-451,16,Violetta-KOLOBOVA-18949,27,16, RUSSIA, Right, Epée ,Xue-QIN-31092,23,9999999, CHINA, Right, Epée , V/15,  D/8,0
21114,2015-451,8,Giulia-RIZZI-12562,29,13, ITALY, Right, Epée ,Yujie-SUN-18973,26,9999999, CHINA, Left, Epée , D/12,  V/13,1
21115,2015-451,8,Yana-SHEMYAKINA-6435,33,167, UKRAINE, Right, Epée ,Injeong-CHOI-25200,28,8, KOREA, Right, Epée , D/12,  V/15,1
21116,2015-451,8,Olga-KOCHNEVA-17600,30,77, RUSSIA, Right, Epée ,Katrina-LEHIS-24108,24,9, ESTONIA, Left, Epée , V/9,  D/8,0
21117,2015-451,8,Courtney-HURLEY-11652,28,11, USA, Right, Epée ,Violetta-KOLOBOVA-18949,27,16, RUSSIA, Right, Epée , D/10,  V/12,1
21118,2015-451,4,Yujie-SUN-18973,26,9999999, CHINA, Left, Epée ,Injeong-CHOI-25200,28,8, KOREA, Right, Epée , V/15,  D/13,0
21119,2015-451,4,Olga-KOCHNEVA-17600,30,77, RUSSIA, Right, Epée ,Violetta-KOLOBOVA-18949,27,16, RUSSIA, Right, Epée , D/12,  V/15,1
21120,2015-451,2,Yujie-SUN-18973,26,9999999, CHINA, Left, Epée ,Violetta-KOLOBOVA-18949,27,16, RUSSIA, Right, Epée , V/15,  D/6,0
21121,2015-122,32,Elisa-DI_FRANCISCA-4464,36,43, ITALY, Right, Foil ,Yan_Wai-LIU-15289,29,114, HONG KONG, Right, Foil , V/15,  D/5,0
21122,2015-122,32,Beatrice-MONACO-21581,26,95, ITALY, Left, Foil ,Sylwia-GRUCHALA-5368,37,9999999, POLAND, Right, Foil , D/7,  V/12,1
21123,2015-122,32,Ysaora-THIBUS-20514,27,7, FRANCE, Right, Foil ,Adelina-ZAGIDULLINA-27237,26,33, RUSSIA, Right, Foil , D/14,  V/15,1
21124,2015-122,32,Claudia-PIGLIAPOCO-4629,35,9999999, ITALY, Left, Foil ,Valentina-CIPRIANI-4437,35,230, ITALY, Left, Foil , D/4,  V/15,1
21125,2015-122,32,Valentina-VEZZALI-4736,44,9999999, ITALY, Right, Foil ,Marta-LYCZBINSKA-15200,28,94, POLAND, Right, Foil , V/15,  D/14,0
21126,2015-122,32,Yana-ALBOROVA-25842,24,105, RUSSIA, Right, Foil ,Yulia-BIRYUKOVA-5753,33,9999999, RUSSIA, Left, Foil , D/8,  V/15,1
21127,2015-122,32,Nicole-ROSS-12269,29,13, USA, Right, Foil ,Aida-SHANAEVA-10050,32,9999999, RUSSIA, Right, Foil , D/8,  V/15,1
21128,2015-122,32,Pauline-RANVIER-25514,24,30, FRANCE, Right, Foil ,Lee-KIEFER-21717,24,3, USA, Right, Foil , V/15,  D/12,0
21129,2015-122,32,Inna-DERIGLAZOVA-18831,28,1, RUSSIA, Right, Foil ,Mi_Jung-SEO-25366,38,9999999, KOREA, Left, Foil , V/15,  D/2,0
21130,2015-122,32,Seung_Min-LIM-10357,33,9999999, KOREA, Right, Foil ,Nzingha-PRESCOD-18071,26,14, USA, Right, Foil , D/12,  V/15,1
21131,2015-122,32,Huilin-LE-25241,29,9999999, CHINA, Right, Foil ,Chiara-CINI-17630,28,20, ITALY, Left, Foil , D/6,  V/15,1
21132,2015-122,32,Anita-BLAZE-16054,27,56, FRANCE, Right, Epée ,Hee_Sook-JEON-13459,34,16, KOREA, Left, Foil , D/12,  V/13,1
21133,2015-122,32,Martina-BATINI-12590,29,63, ITALY, Right, Epée ,Gabriella-VARGA-4243,36,270, HUNGARY, Right, Foil , D/9,  V/15,1
21134,2015-122,32,Margaret-LU-19379,24,32, USA, Left, Foil ,Larisa-KOROBEYNIKOVA-10688,31,46, RUSSIA, Right, Foil , D/13,  V/15,1
21135,2015-122,32,Leyla-PIRIEVA-28365,25,47, RUSSIA, Right, Foil ,Serena-TEO-4704,34,222, ITALY, Left, Foil , D/8,  V/9,1
21136,2015-122,16,Elisa-DI_FRANCISCA-4464,36,43, ITALY, Right, Foil ,Sylwia-GRUCHALA-5368,37,9999999, POLAND, Right, Foil , V/15,  D/13,0
21137,2015-122,16,Adelina-ZAGIDULLINA-27237,26,33, RUSSIA, Right, Foil ,Valentina-CIPRIANI-4437,35,230, ITALY, Left, Foil , V/15,  D/10,0
21138,2015-122,16,Valentina-VEZZALI-4736,44,9999999, ITALY, Right, Foil ,Yulia-BIRYUKOVA-5753,33,9999999, RUSSIA, Left, Foil , V/15,  D/7,0
21139,2015-122,16,Aida-SHANAEVA-10050,32,9999999, RUSSIA, Right, Foil ,Pauline-RANVIER-25514,24,30, FRANCE, Right, Foil , D/14,  V/15,1
21140,2015-122,16,Inna-DERIGLAZOVA-18831,28,1, RUSSIA, Right, Foil ,Nzingha-PRESCOD-18071,26,14, USA, Right, Foil , V/15,  D/9,0
21141,2015-122,16,Chiara-CINI-17630,28,20, ITALY, Left, Foil ,Hee_Sook-JEON-13459,34,16, KOREA, Left, Foil , V/15,  D/13,0
21142,2015-122,16,Gabriella-VARGA-4243,36,270, HUNGARY, Right, Foil ,Larisa-KOROBEYNIKOVA-10688,31,46, RUSSIA, Right, Foil , D/10,  V/15,1
21143,2015-122,8,Elisa-DI_FRANCISCA-4464,36,43, ITALY, Right, Foil ,Adelina-ZAGIDULLINA-27237,26,33, RUSSIA, Right, Foil , V/15,  D/3,0
21144,2015-122,8,Valentina-VEZZALI-4736,44,9999999, ITALY, Right, Foil ,Pauline-RANVIER-25514,24,30, FRANCE, Right, Foil , V/15,  D/7,0
21145,2015-122,8,Inna-DERIGLAZOVA-18831,28,1, RUSSIA, Right, Foil ,Chiara-CINI-17630,28,20, ITALY, Left, Foil , V/15,  D/10,0
21146,2015-122,4,Elisa-DI_FRANCISCA-4464,36,43, ITALY, Right, Foil ,Valentina-VEZZALI-4736,44,9999999, ITALY, Right, Foil , V/15,  D/11,0
21147,2015-111,32,Ulrich-ROBEIRI-3013,36,9999999, FRANCE, Right, Epée ,Chao-DONG-26715,30,236, CHINA, Right, Epée , V/15,  D/11,0
21148,2015-111,32,Ivan-TREVEJO-30908,47,9999999, FRANCE, Left, Epée ,Fabian-KAUTER-6022,33,225, SWITZERLAND, Right, Epée , D/8,  V/14,1
21149,2015-111,32,Andras-REDLI-4202,35,58, HUNGARY, Right, Epée ,Maksym-KHVOROST-6405,36,89, UKRAINE, Right, Epée , D/5,  V/7,1
21150,2015-111,32,Masaru-YAMADA-24408,24,84, JAPAN, Right, Epée ,Paolo-PIZZO-4633,35,37, ITALY, Right, Epée , D/13,  V/15,1
21151,2015-111,32,Kyoungdoo-PARK-10786,34,18, KOREA, Right, Epée ,Dmitriy-ALEXANIN-20867,27,7, KAZAKHSTAN, Left, Epée , D/7,  V/8,1
21152,2015-111,32,Anton-GLEBKO-17758,29,224, RUSSIA, Right, Epée ,Pavel-PITRA-14506,30,42, CZECH REPUBLIC, Right, Epée , V/15,  D/14,0
21153,2015-111,32,Hugues-BOISVERT_SIMARD-10362,37,887, CANADA, Right, Epée ,Grigori-BESKIN-7227,31,68, ISRAEL, Right, Epée , D/8,  V/15,1
21154,2015-111,32,Alexandre-BLASZYCK-12425,31,341, FRANCE, Right, Epée ,Andrea-SANTARELLI-24055,25,14, ITALY, Right, Epée , V/15,  D/11,0
21155,2015-111,32,Joerg-FIEDLER-3533,40,9999999, GERMANY, Left, Epée ,Daniel-BERTA-26050,24,71, HUNGARY, Left, Epée , V/14,  D/13,0
21156,2015-111,32,Alexander-CHERNYKH-22103,42,9999999, KYRGYZSTAN, Right, Epée ,Jean_Michel-LUCENAY-2924,40,9999999, FRANCE, Left, Epée , D/13,  V/15,1
21157,2015-111,32,Seung_Gu-KIM-10918,37,179, KOREA, Right, Epée ,Gabor-BOCZKO-4035,41,9999999, HUNGARY, Right, Epée , D/7,  V/11,1
21158,2015-111,32,Joaquim-VIDEIRA-5581,35,9999999, PORTUGAL, Right, Epée ,Jinsun-JUNG-4958,34,5, KOREA, Right, Epée , D/13,  V/15,1
21159,2015-111,32,Bogdan-NIKISHIN-6424,38,2, UKRAINE, Right, Epée ,Jongkwan-NA-31244,26,74, KOREA, Right, Epée , V/15,  D/13,0
21160,2015-111,32,Volodymyr-STANKEVYCH-30209,23,45, UKRAINE, Right, Epée ,Anton-AVDEEV-9991,32,9999999, RUSSIA, Left, Epée , D/12,  V/15,1
21161,2015-111,32,Benjamin-STEFFEN-6086,36,25, SWITZERLAND, Left, Epée ,Erwan-FONSON-22556,27,9999999, FRANCE, Right, Epée , D/14,  V/15,1
21162,2015-111,32,Igor-TOURCHINE-5854,36,9999999, RUSSIA, Left, Epée ,Gauthier-GRUMIER-2853,34,9999999, FRANCE, Left, Epée , V/15,  D/14,0
21163,2015-111,16,Ulrich-ROBEIRI-3013,36,9999999, FRANCE, Right, Epée ,Fabian-KAUTER-6022,33,225, SWITZERLAND, Right, Epée , D/7,  V/8,1
21164,2015-111,16,Maksym-KHVOROST-6405,36,89, UKRAINE, Right, Epée ,Paolo-PIZZO-4633,35,37, ITALY, Right, Epée , D/6,  V/15,1
21165,2015-111,16,Dmitriy-ALEXANIN-20867,27,7, KAZAKHSTAN, Left, Epée ,Anton-GLEBKO-17758,29,224, RUSSIA, Right, Epée , V/15,  D/10,0
21166,2015-111,16,Grigori-BESKIN-7227,31,68, ISRAEL, Right, Epée ,Alexandre-BLASZYCK-12425,31,341, FRANCE, Right, Epée , D/12,  V/15,1
21167,2015-111,16,Joerg-FIEDLER-3533,40,9999999, GERMANY, Left, Epée ,Jean_Michel-LUCENAY-2924,40,9999999, FRANCE, Left, Epée , D/7,  V/15,1
21168,2015-111,16,Gabor-BOCZKO-4035,41,9999999, HUNGARY, Right, Epée ,Jinsun-JUNG-4958,34,5, KOREA, Right, Epée , V/15,  D/11,0
21169,2015-111,16,Bogdan-NIKISHIN-6424,38,2, UKRAINE, Right, Epée ,Anton-AVDEEV-9991,32,9999999, RUSSIA, Left, Epée , D/4,  V/5,1
21170,2015-111,16,Erwan-FONSON-22556,27,9999999, FRANCE, Right, Epée ,Igor-TOURCHINE-5854,36,9999999, RUSSIA, Left, Epée , D/11,  V/15,1
21171,2015-111,8,Fabian-KAUTER-6022,33,225, SWITZERLAND, Right, Epée ,Paolo-PIZZO-4633,35,37, ITALY, Right, Epée , D/13,  V/15,1
21172,2015-111,8,Dmitriy-ALEXANIN-20867,27,7, KAZAKHSTAN, Left, Epée ,Alexandre-BLASZYCK-12425,31,341, FRANCE, Right, Epée , D/9,  V/15,1
21173,2015-111,8,Jean_Michel-LUCENAY-2924,40,9999999, FRANCE, Left, Epée ,Gabor-BOCZKO-4035,41,9999999, HUNGARY, Right, Epée , D/11,  V/13,1
21174,2015-111,8,Anton-AVDEEV-9991,32,9999999, RUSSIA, Left, Epée ,Igor-TOURCHINE-5854,36,9999999, RUSSIA, Left, Epée , D/3,  V/4,1
21175,2015-111,4,Paolo-PIZZO-4633,35,37, ITALY, Right, Epée ,Alexandre-BLASZYCK-12425,31,341, FRANCE, Right, Epée , D/8,  V/15,1
21176,2015-111,4,Gabor-BOCZKO-4035,41,9999999, HUNGARY, Right, Epée ,Igor-TOURCHINE-5854,36,9999999, RUSSIA, Left, Epée , V/15,  D/8,0
21177,2015-111,2,Alexandre-BLASZYCK-12425,31,341, FRANCE, Right, Epée ,Gabor-BOCZKO-4035,41,9999999, HUNGARY, Right, Epée , V/15,  D/9,0
21178,2015-520,32,Eleonora-PIERACCIANI-4625,33,9999999, ITALY, Right, Epée ,Lindsay-BOTTOMS-25367,38,9999999, GREAT BRITAIN, Right, Epée , D/11,  V/15,1
21179,2015-520,32,Leonora-MACKINNON-23238,24,57, CANADA, Right, Epée ,Dagmar-CIPAROVA-11731,29,9999999, SLOVAKIA, Right, Epée , D/14,  V/15,1
21180,2015-520,32,Beatrice-FANNON-32922,37,9999999, GREAT BRITAIN, Right, Epée ,Rebecca-MAYLE-30522,23,568, GREAT BRITAIN, Right, Epée , D/11,  V/15,1
21181,2015-520,32,Abbi-MATTHEWS-12151,29,9999999, GREAT BRITAIN, Right, Epée ,Amelia-MCCORMACK-37801,20,9999999, GREAT BRITAIN, Right, Epée , V/15,  D/10,0
21182,2015-520,32,Samantha-HUGHES-37290,36,9999999, GREAT BRITAIN, Right, Epée ,Katrina-SMITH-26534,27,199, GREAT BRITAIN, Right, Epée , D/7,  V/15,1
21183,2015-520,32,Elisabeth-POWELL-28621,23,9999999, GREAT BRITAIN, Right, Epée ,Christine-STEINER-16380,39,9999999, GREAT BRITAIN, Right, Epée , V/15,  D/9,0
21184,2015-520,32,Vikte-AZUKAITE-31104,22,172, LITHUANIA, Right, Epée ,Sadie-GREETHAM-30658,23,9999999, GREAT BRITAIN, Right, Epée , V/15,  D/12,0
21185,2015-520,32,Giorgia-POMETTI-26009,24,9999999, ITALY, Right, Epée ,Patrizia-PIOVESAN_SILVA-22657,24,83, VENEZUELA, Right, Epée , V/14,  D/6,0
21186,2015-520,32,Justine-GEROUDET-28545,26,468, SWITZERLAND, Right, Epée ,Victoria-MO-28659,30,255, USA, Right, Epée , V/15,  D/13,0
21187,2015-520,32,Hannah_Elizabeth-LAWRENCE-17054,30,773, GREAT BRITAIN, Right, Epée ,Tia-SIMMS_LYMN-32259,19,335, JAMAICA, Right, Epée , V/9,  D/8,0
21188,2015-520,32,Lynn-STRASSER-22051,27,9999999, LUXEMBOURG, Right, Epée ,Maria-HUGAS_MALLORQUI-28021,27,9999999, GERMANY, Left, Epée , D/13,  V/15,1
21189,2015-520,32,Caitlin-CHANG-20706,25,635, JAMAICA, Left, Epée ,Verity-HILLIER-37541,34,9999999, GREAT BRITAIN, Right, Epée , V/15,  D/5,0
21190,2015-520,32,Agne-SVELNIENE-9557,30,9999999, LITHUANIA, Right, Epée ,Nicola-HULL-36288,47,9999999, GREAT BRITAIN, Right, Epée , D/14,  V/15,1
21191,2015-520,32,Jayne-CROOK-3160,34,9999999, GREAT BRITAIN, Right, Epée ,Medora-MCCARTHY-34712,21,9999999, GREAT BRITAIN, Right, Epée , D/10,  V/15,1
21192,2015-520,16,Ayaka-SHIMOOKAWA-24476,30,33, JAPAN, Left, Epée ,Lindsay-BOTTOMS-25367,38,9999999, GREAT BRITAIN, Right, Epée , V/15,  D/9,0
21193,2015-520,16,Dagmar-CIPAROVA-11731,29,9999999, SLOVAKIA, Right, Epée ,Rebecca-MAYLE-30522,23,568, GREAT BRITAIN, Right, Epée , V/15,  D/9,0
21194,2015-520,16,Abbi-MATTHEWS-12151,29,9999999, GREAT BRITAIN, Right, Epée ,Katrina-SMITH-26534,27,199, GREAT BRITAIN, Right, Epée , D/8,  V/9,1
21195,2015-520,16,Elisabeth-POWELL-28621,23,9999999, GREAT BRITAIN, Right, Epée ,Vikte-AZUKAITE-31104,22,172, LITHUANIA, Right, Epée , D/14,  V/15,1
21196,2015-520,16,Giorgia-POMETTI-26009,24,9999999, ITALY, Right, Epée ,Justine-GEROUDET-28545,26,468, SWITZERLAND, Right, Epée , D/14,  V/15,1
21197,2015-520,16,Hannah_Elizabeth-LAWRENCE-17054,30,773, GREAT BRITAIN, Right, Epée ,Maria-HUGAS_MALLORQUI-28021,27,9999999, GERMANY, Left, Epée , D/14,  V/15,1
21198,2015-520,16,Caitlin-CHANG-20706,25,635, JAMAICA, Left, Epée ,Nicola-HULL-36288,47,9999999, GREAT BRITAIN, Right, Epée , V/15,  D/10,0
21199,2015-520,16,Medora-MCCARTHY-34712,21,9999999, GREAT BRITAIN, Right, Epée ,Jo_Ting-HSU-13432,28,9999999, CHINESE TAIPEI, Right, Epée , V/15,  D/14,0
21200,2015-520,8,Ayaka-SHIMOOKAWA-24476,30,33, JAPAN, Left, Epée ,Dagmar-CIPAROVA-11731,29,9999999, SLOVAKIA, Right, Epée , V/15,  D/14,0
