,,ID,TABLEU,C1_ID,C1_AGE,C1_RANKING,C1_NATIONALITY,C1_HANDNESS,C1_WEAPON,C2_ID,C2_AGE,C2_RANKING,C2_NATIONALITY,C2_HANDNESS,C2_WEAPON
156,2019-1356,32,Amita-BERTHIER-33614,18, 117, SINGAPORE, Left, Foil ,Veronika-KRALIKOVA-36953,17, 367, SLOVAKIA, Right, Foil , V/15
157,2019-1356,32,Elena-CRAIGHERO-45943,18, 341, ITALY, Left, Foil ,Kate-BEARDMORE-31645,21, 107, GREAT BRITAIN, Right, Foil , V/15
158,2019-1356,32,Maria_Ludmila-TERNI-23037,30, 150, ARGENTINA, Left, Foil ,Virag-KALOCSAI-42986,17, 390, HUNGARY, Right, Foil , V/15
159,2019-1356,32,Philippa-MULLINS-17406,28, 369, GREAT BRITAIN, Right, Foil ,Chloe-DICKSON-28025,23, 210, GREAT BRITAIN, Left, Foil , D/4
160,2019-1356,32,Barbara-OJEDA-26919,25, 214, SPAIN, Right, Foil ,Szonja-SZALAI-24399,24, 121, HUNGARY, Left, Foil , D/14
161,2019-1356,32,Victoria-DUXBURY-30222,23, 345, IRELAND, Right, Foil ,Olivia-WOHLGEMUTH-18774,26, 53, AUSTRIA, Right, Foil , D/6
162,2019-1356,16,Olga_Rachele-CALISSI-22043,26, 124, ITALY, Right, Foil ,Nora-HAJAS-37537,18, 312, HUNGARY, Right, Foil , V/15
163,2019-1356,16,Marta-RICCI-43042,18, 196, ITALY, Left, Foil ,Kitti-BITTEROVA-29852,21, 106, SLOVAKIA, Right, Foil , V/15
164,2019-1356,16,Katie-SMITH-30326,22, 193, GREAT BRITAIN, Right, Foil ,Kelleigh-RYAN-9309,31, 22, CANADA, Right, Foil , D/6
165,2019-1356,16,Marta-CAMMILLETTI-4405,34, 97, ITALY, Right, Foil ,Elena-TANGHERLINI-33865,20, 264, ITALY, Left, Foil , V/15
166,2019-1356,16,Amita-BERTHIER-33614,18, 117, SINGAPORE, Left, Foil ,Elena-CRAIGHERO-45943,18, 341, ITALY, Left, Foil , V/15
167,2019-1356,16,Maria_Ludmila-TERNI-23037,30, 150, ARGENTINA, Left, Foil ,Chloe-DICKSON-28025,23, 210, GREAT BRITAIN, Left, Foil , V/14
168,2019-1356,16,Szonja-SZALAI-24399,24, 121, HUNGARY, Left, Foil ,Olivia-WOHLGEMUTH-18774,26, 53, AUSTRIA, Right, Foil , D/10
169,2019-1356,8,Marta-RICCI-43042,18, 196, ITALY, Left, Foil ,Kelleigh-RYAN-9309,31, 22, CANADA, Right, Foil , D/10
170,2019-1356,8,Marta-CAMMILLETTI-4405,34, 97, ITALY, Right, Foil ,Amita-BERTHIER-33614,18, 117, SINGAPORE, Left, Foil , D/5
171,2019-1356,8,Maria_Ludmila-TERNI-23037,30, 150, ARGENTINA, Left, Foil ,Olivia-WOHLGEMUTH-18774,26, 53, AUSTRIA, Right, Foil , D/10
172,2019-1356,4,Olga_Rachele-CALISSI-22043,26, 124, ITALY, Right, Foil ,Kelleigh-RYAN-9309,31, 22, CANADA, Right, Foil , D/11
173,2019-1356,4,Amita-BERTHIER-33614,18, 117, SINGAPORE, Left, Foil ,Olivia-WOHLGEMUTH-18774,26, 53, AUSTRIA, Right, Foil , V/15
174,2019-1356,2,Kelleigh-RYAN-9309,31, 22, CANADA, Right, Foil ,Amita-BERTHIER-33614,18, 117, SINGAPORE, Left, Foil , V/15
175,2019-553,32,Dorina-BUDAI-19630,26, 43, HUNGARY, Right, Epée ,Maija-TERHO-34317,21, 436, FINLAND, Right, Epée , V/15
176,2019-553,32,Michaela-KOCK-19869,26, 218, FINLAND, Right, Epée ,Madina-AZIZOVA-32545,22, 321, ESTONIA, Right, Epée , D/13
177,2019-553,32,Nelli-DIFFERT-19933,28, 126, ESTONIA, Right, Epée ,Anne-DEVEREAUX-28539,23, 193, AUSTRALIA, Right, Epée , V/15
178,2019-553,32,Anni-VORNANEN-43036,27, 416, FINLAND, Right, Epée ,Julia-BELJAJEVA-20450,26, 28, ESTONIA, Right, Epée , D/4
179,2019-553,32,Katrina-LEHIS-24108,24, 9, ESTONIA, Left, Epée ,Anna-VUORINEN-34282,20, 420, FINLAND, Right, Epée , V/15
180,2019-553,32,Thale-HILLE_DAHL-29774,24, 362, NORWAY, Left, Epée ,Jelena-MALUKA-5112,42, 287, LATVIA, Right, Epée , V/15
181,2019-553,32,Vikte-AZUKAITE-31104,22, 172, LITHUANIA, Right, Epée ,Asa-LINDE-29653,21, 107, SWEDEN, Right, Epée , D/7
182,2019-553,32,Sonja-LOFGREN-38861,19, 399, SWEDEN, Right, Epée ,Elvira-MARTENSSON-32689,19, 165, SWEDEN, Left, Epée , D/12
183,2019-553,32,Kristina-KUUSK-2611,33, 25, ESTONIA, Right, Epée ,Eevi-BENGS-19871,28, 430, FINLAND, Left, Epée , V/15
184,2019-553,32,Sarah_Schremmer-LARSEN-41951,20, 407, DENMARK, Right, Epée ,Karoliine-LOIT-34454,18, 349, ESTONIA, Right, Epée , D/9
185,2019-553,32,Nina-HYVONEN-25963,42, 384, FINLAND, Right, Epée ,Paulina-BAJORUNAITE-24440,25, 250, LITHUANIA, Right, Epée , D/13
186,2019-553,32,Ilona-SYVALA-30387,22, 274, FINLAND, Right, Epée ,Ivana-SIMIC-36561,30, 375, SOUTH AFRICA, Right, Epée , V/15
187,2019-553,32,Anna-SALMINEN-25895,23, 160, FINLAND, Right, Epée ,Irina-ASCHEHOUG-2607,33, 210, NORWAY, Right, Epée , V/15
188,2019-553,32,Carmen_Lii-TARGAMAA-37516,17, 371, ESTONIA, Right, Epée ,Alessandra_Valeri-AICARDI_GONZALEZ-35412,22, 209, PANAMA, Right, Epée , V/15
189,2019-553,32,Sandra-SKOBLOV-39227,17, 354, ESTONIA, Left, Epée ,Selma-MUSTONEN-30517,22, 403, FINLAND, Right, Epée , V/13
190,2019-553,32,Emelie-MUMM-26800,23, 137, SWEDEN, Right, Epée ,Irina-EMBRICH-9370,38, 68, ESTONIA, Left, Epée , D/11
191,2019-553,16,Dorina-BUDAI-19630,26, 43, HUNGARY, Right, Epée ,Madina-AZIZOVA-32545,22, 321, ESTONIA, Right, Epée , V/15
192,2019-553,16,Nelli-DIFFERT-19933,28, 126, ESTONIA, Right, Epée ,Julia-BELJAJEVA-20450,26, 28, ESTONIA, Right, Epée , D/9
193,2019-553,16,Katrina-LEHIS-24108,24, 9, ESTONIA, Left, Epée ,Thale-HILLE_DAHL-29774,24, 362, NORWAY, Left, Epée , V/15
194,2019-553,16,Asa-LINDE-29653,21, 107, SWEDEN, Right, Epée ,Elvira-MARTENSSON-32689,19, 165, SWEDEN, Left, Epée , V/15
195,2019-553,16,Kristina-KUUSK-2611,33, 25, ESTONIA, Right, Epée ,Karoliine-LOIT-34454,18, 349, ESTONIA, Right, Epée , V/15
196,2019-553,16,Paulina-BAJORUNAITE-24440,25, 250, LITHUANIA, Right, Epée ,Ilona-SYVALA-30387,22, 274, FINLAND, Right, Epée , D/14
197,2019-553,16,Anna-SALMINEN-25895,23, 160, FINLAND, Right, Epée ,Carmen_Lii-TARGAMAA-37516,17, 371, ESTONIA, Right, Epée , V/15
198,2019-553,16,Sandra-SKOBLOV-39227,17, 354, ESTONIA, Left, Epée ,Irina-EMBRICH-9370,38, 68, ESTONIA, Left, Epée , D/1
199,2019-553,8,Dorina-BUDAI-19630,26, 43, HUNGARY, Right, Epée ,Julia-BELJAJEVA-20450,26, 28, ESTONIA, Right, Epée , D/6
200,2019-553,8,Katrina-LEHIS-24108,24, 9, ESTONIA, Left, Epée ,Asa-LINDE-29653,21, 107, SWEDEN, Right, Epée , D/8
201,2019-553,8,Kristina-KUUSK-2611,33, 25, ESTONIA, Right, Epée ,Ilona-SYVALA-30387,22, 274, FINLAND, Right, Epée , V/15
202,2019-553,8,Anna-SALMINEN-25895,23, 160, FINLAND, Right, Epée ,Irina-EMBRICH-9370,38, 68, ESTONIA, Left, Epée , D/9
203,2019-553,4,Julia-BELJAJEVA-20450,26, 28, ESTONIA, Right, Epée ,Asa-LINDE-29653,21, 107, SWEDEN, Right, Epée , V/15
204,2019-553,4,Kristina-KUUSK-2611,33, 25, ESTONIA, Right, Epée ,Irina-EMBRICH-9370,38, 68, ESTONIA, Left, Epée , D/11
205,2019-553,2,Julia-BELJAJEVA-20450,26, 28, ESTONIA, Right, Epée ,Irina-EMBRICH-9370,38, 68, ESTONIA, Left, Epée , V/14
206,2019-484,16,Marta-PUDA-17204,28, 31, POLAND, Right, Sabre ,Yu_Ting-SU-48418,25, 302, CHINESE TAIPEI, Right, Sabre , V/15
207,2019-484,16,Emily-RUAUX-23375,23, 285, GREAT BRITAIN, Right, Sabre ,Sydney-HIRSCH-41489,17, 231, USA, Right, Sabre , D/13
208,2019-484,16,Araceli-NAVARRO-7739,29, 24, SPAIN, Right, Sabre ,Maria-CHART-34121,20, 260, GREAT BRITAIN, Right, Sabre , V/15
209,2019-484,16,Madison-THURGOOD-33491,20, 291, CANADA, Right, Sabre ,Fabiangela-RUIDO-30788,22, 259, VENEZUELA, Right, Sabre , D/11
210,2019-484,16,Aliya-ITZKOWITZ-28107,24, 135, GREAT BRITAIN, Right, Sabre ,Danielle-EINCHCOMB-37002,27, 293, GREAT BRITAIN, Right, Sabre , V/15
211,2019-484,16,Kate-DAYKIN-30579,22, 286, GREAT BRITAIN, Right, Sabre ,Francesca-RUSSO-23253,23, 121, USA, Right, Sabre , D/7
212,2019-484,16,Sarah_Jane-HAMPSON-30625,22, 230, GREAT BRITAIN, Right, Sabre ,Bhavani_Devi-CHADALAVADA_ANANDHA_SUNDHARARAMAN-20960,25, 60, INDIA, Right, Sabre , D/9
213,2019-484,16,Shreya-ANIL-32842,20, 297, GREAT BRITAIN, Right, Sabre ,Marissa-PONICH-26433,31, 100, CANADA, Right, Sabre , D/5
214,2019-484,8,Marta-PUDA-17204,28, 31, POLAND, Right, Sabre ,Sydney-HIRSCH-41489,17, 231, USA, Right, Sabre , V/15
215,2019-484,8,Araceli-NAVARRO-7739,29, 24, SPAIN, Right, Sabre ,Fabiangela-RUIDO-30788,22, 259, VENEZUELA, Right, Sabre , V/15
216,2019-484,8,Aliya-ITZKOWITZ-28107,24, 135, GREAT BRITAIN, Right, Sabre ,Francesca-RUSSO-23253,23, 121, USA, Right, Sabre , D/9
217,2019-484,8,Bhavani_Devi-CHADALAVADA_ANANDHA_SUNDHARARAMAN-20960,25, 60, INDIA, Right, Sabre ,Marissa-PONICH-26433,31, 100, CANADA, Right, Sabre , V/15
218,2019-484,4,Marta-PUDA-17204,28, 31, POLAND, Right, Sabre ,Araceli-NAVARRO-7739,29, 24, SPAIN, Right, Sabre , V/15
219,2019-484,4,Francesca-RUSSO-23253,23, 121, USA, Right, Sabre ,Bhavani_Devi-CHADALAVADA_ANANDHA_SUNDHARARAMAN-20960,25, 60, INDIA, Right, Sabre , V/15
220,2019-484,2,Marta-PUDA-17204,28, 31, POLAND, Right, Sabre ,Francesca-RUSSO-23253,23, 121, USA, Right, Sabre , D/13
221,2019-796,32,Josef-MAHRINGER-32473,21, 118, AUSTRIA, Left, Epée ,Vaino-PAAVOLAINEN-38937,19, 557, FINLAND, Right, Epée , V/15
222,2019-796,32,Akseli-HEINAMAA-42076,16, 535, FINLAND, Right, Epée ,Henrik-JARL-23744,26, 477, SWEDEN, Left, Epée , D/13
223,2019-796,32,Carl_Henrik-WENDT-11122,54, 510, SWEDEN, Right, Epée ,Julius-JUTILA-39352,17, 475, FINLAND, Left, Epée , D/4
224,2019-796,32,Harun-MIHRIOGLU-33895,23, 365, TURKEY, Right, Epée ,Oskar-KILJANDER-33856,19, 514, FINLAND, Left, Epée , V/15
225,2019-796,32,Joonas-SAVELAINEN-35789,19, 588, FINLAND, Right, Epée ,Ruslan-ESKOV-31849,20, 303, ESTONIA, Left, Epée , D/7
226,2019-796,32,Johannes_Kristian-OLSEN-31456,21, 490, DENMARK, Right, Epée ,Arnas-SALOKAS-36639,20, 491, LITHUANIA, Right, Epée , D/11
227,2019-796,32,Kasper-ULMANEN-45346,18, 545, SWEDEN, Left, Epée ,Christian_Schack-LINNEMANN-29817,21, 316, DENMARK, Left, Epée , D/9
228,2019-796,32,Erik-NILSSON-30499,22, 413, SWEDEN, Left, Epée ,Kenneth-KNUDSEN-29797,21, 304, DENMARK, Right, Epée , D/7
229,2019-796,32,Linus-ISLAS_FLYGARE-30796,21, 159, SWEDEN, Right, Epée ,Jian_Miguel-BAUTISTA-47141,17, 507, PHILIPPINES, Left, Epée , V/15
230,2019-796,32,Juri-SALM-2636,34, 122, ESTONIA, Right, Epée ,Jaakko-PAAVOLAINEN-32009,22, 143, FINLAND, Right, Epée , V/15
231,2019-796,32,Filipp-DJATSUK-40048,19, 582, ESTONIA, Right, Epée ,Topias-TAURIAINEN-33493,19, 258, FINLAND, Right, Epée , D/13
232,2019-796,32,Sten-PRIINITS-9367,31, 76, ESTONIA, Right, Epée ,Tor-FORSSE-6194,46, 524, SWEDEN, Right, Epée , V/15
233,2019-796,32,Matthew-COX-43048,36, 481, USA, Right, Epée ,Niko-VUORINEN-19507,29, 50, FINLAND, Left, Epée , D/11
234,2019-796,16,Josef-MAHRINGER-32473,21, 118, AUSTRIA, Left, Epée ,Henrik-JARL-23744,26, 477, SWEDEN, Left, Epée , V/15
235,2019-796,16,Julius-JUTILA-39352,17, 475, FINLAND, Left, Epée ,Harun-MIHRIOGLU-33895,23, 365, TURKEY, Right, Epée , D/13
236,2019-796,16,Ruslan-ESKOV-31849,20, 303, ESTONIA, Left, Epée ,Gunnar-GRASBECK-21978,25, 467, FINLAND, Right, Epée , V/9
237,2019-796,16,Arnas-SALOKAS-36639,20, 491, LITHUANIA, Right, Epée ,Christian_Schack-LINNEMANN-29817,21, 316, DENMARK, Left, Epée , D/12
238,2019-796,16,Kenneth-KNUDSEN-29797,21, 304, DENMARK, Right, Epée ,Linus-ISLAS_FLYGARE-30796,21, 159, SWEDEN, Right, Epée , D/13
239,2019-796,16,Juri-SALM-2636,34, 122, ESTONIA, Right, Epée ,Topias-TAURIAINEN-33493,19, 258, FINLAND, Right, Epée , V/15
240,2019-796,16,Sten-PRIINITS-9367,31, 76, ESTONIA, Right, Epée ,Niko-VUORINEN-19507,29, 50, FINLAND, Left, Epée , D/10
241,2019-796,8,Josef-MAHRINGER-32473,21, 118, AUSTRIA, Left, Epée ,Harun-MIHRIOGLU-33895,23, 365, TURKEY, Right, Epée , V/15
242,2019-796,8,Christian_Schack-LINNEMANN-29817,21, 316, DENMARK, Left, Epée ,Linus-ISLAS_FLYGARE-30796,21, 159, SWEDEN, Right, Epée , D/11
243,2019-796,8,Juri-SALM-2636,34, 122, ESTONIA, Right, Epée ,Niko-VUORINEN-19507,29, 50, FINLAND, Left, Epée , D/14
244,2019-796,4,Linus-ISLAS_FLYGARE-30796,21, 159, SWEDEN, Right, Epée ,Niko-VUORINEN-19507,29, 50, FINLAND, Left, Epée , D/6
245,2019-1280,32,Davide-FILIPPI-34446,20, 151, ITALY, Right, Foil ,Matthew-BILLING-17097,29, 384, GREAT BRITAIN, Left, Foil , V/15
246,2019-1280,32,Yat_Long-LEE-35446,18, 277, HONG KONG, Left, Foil ,Pietro-VELLUTI_FRANZI-36128,19, 404, ITALY, Right, Foil , V/15
247,2019-1280,32,Glen-OSTACCHINI-21712,26, 284, GREAT BRITAIN, Right, Foil ,Malte-WESTESSON-42519,17, 380, SWEDEN, Right, Foil , D/14
248,2019-1280,32,Maximilian-ETTELT-26869,23, 278, AUSTRIA, Right, Foil ,Riki-OISHI-23771,24, 145, JAPAN, Right, Foil , D/12
249,2019-1280,32,Alexander-TSORONIS-20601,25, 124, DENMARK, Right, Foil ,Cedrik-SERRI-20897,27, 91, SLOVAKIA, Right, Foil , V/15
250,2019-1280,32,Tom-CRNJAK-35839,20, 442, BELGIUM, Right, Foil ,Husayn-ROSOWSKY-14698,27, 276, GREAT BRITAIN, Right, Foil , D/13
251,2019-1280,32,Olivier-SPLIT-39470,19, 398, NETHERLANDS, Right, Foil ,Thomas_Lerche-BERG-32349,22, 57, DENMARK, Right, Foil , D/3
252,2019-1280,32,Emil_Ulrik-ANDERSEN-8195,31, 205, DENMARK, Right, Foil ,Petar-FILES-30087,21, 90, CROATIA, Right, Foil , D/11
253,2019-1280,32,Jacob_Brandt-LANG-34542,18, 376, DENMARK, Right, Foil ,Stef-VAN_CAMPENHOUT-37860,20, 107, BELGIUM, Left, Foil , V/15
254,2019-1280,32,Daniel-GIACON-38932,18, 103, NETHERLANDS, Right, Foil ,Stef-DE_GREEF-35143,21, 134, BELGIUM, Left, Foil , V/15
255,2019-1280,32,Leonardo-USICCO-48223,18, 424, ITALY, Right, Foil ,Ryo-MIYAKE-4817,28, 64, JAPAN, Left, Foil , D/8
256,2019-1280,32,Tobias-REICHETZER-26867,24, 206, AUSTRIA, Right, Foil ,Jean_Paul-TONY_HELISSEY-16371,28, 102, FRANCE, Right, Foil , D/12
257,2019-1280,32,Sebastian-PERSSON-39309,20, 204, SWEDEN, Right, Foil ,Martino-MINUTO-12216,30, 31, TURKEY, Right, Foil , D/2
258,2019-1280,32,Seishiro-FUNAMOTO-24407,25, 389, JAPAN, Right, Foil ,Tommaso-CHIAPPELLI-38984,19, 371, ITALY, Right, Foil , D/13
259,2019-1280,32,Quincy-DUALEH-42025,17, 431, NETHERLANDS, Right, Foil ,Harry-BIRD-34833,20, 281, GREAT BRITAIN, Right, Foil , D/10
260,2019-1280,16,Davide-FILIPPI-34446,20, 151, ITALY, Right, Foil ,Yat_Long-LEE-35446,18, 277, HONG KONG, Left, Foil , V/15
261,2019-1280,16,Malte-WESTESSON-42519,17, 380, SWEDEN, Right, Foil ,Maxim-VALEUR-40773,18, 291, DENMARK, Right, Foil , D/14
262,2019-1280,16,Riki-OISHI-23771,24, 145, JAPAN, Right, Foil ,Alexander-TSORONIS-20601,25, 124, DENMARK, Right, Foil , D/14
263,2019-1280,16,Husayn-ROSOWSKY-14698,27, 276, GREAT BRITAIN, Right, Foil ,Thomas_Lerche-BERG-32349,22, 57, DENMARK, Right, Foil , D/7
264,2019-1280,16,Petar-FILES-30087,21, 90, CROATIA, Right, Foil ,Jacob_Brandt-LANG-34542,18, 376, DENMARK, Right, Foil , V/15
265,2019-1280,16,Daniel-GIACON-38932,18, 103, NETHERLANDS, Right, Foil ,Ryo-MIYAKE-4817,28, 64, JAPAN, Left, Foil , D/11
266,2019-1280,16,Jean_Paul-TONY_HELISSEY-16371,28, 102, FRANCE, Right, Foil ,Martino-MINUTO-12216,30, 31, TURKEY, Right, Foil , V/15
267,2019-1280,16,Tommaso-CHIAPPELLI-38984,19, 371, ITALY, Right, Foil ,Harry-BIRD-34833,20, 281, GREAT BRITAIN, Right, Foil , D/13
268,2019-1280,8,Davide-FILIPPI-34446,20, 151, ITALY, Right, Foil ,Maxim-VALEUR-40773,18, 291, DENMARK, Right, Foil , V/15
269,2019-1280,8,Alexander-TSORONIS-20601,25, 124, DENMARK, Right, Foil ,Thomas_Lerche-BERG-32349,22, 57, DENMARK, Right, Foil , V/15
270,2019-1280,8,Petar-FILES-30087,21, 90, CROATIA, Right, Foil ,Ryo-MIYAKE-4817,28, 64, JAPAN, Left, Foil , D/8
271,2019-1280,8,Jean_Paul-TONY_HELISSEY-16371,28, 102, FRANCE, Right, Foil ,Harry-BIRD-34833,20, 281, GREAT BRITAIN, Right, Foil , V/15
272,2019-1280,4,Davide-FILIPPI-34446,20, 151, ITALY, Right, Foil ,Alexander-TSORONIS-20601,25, 124, DENMARK, Right, Foil , V/15
273,2019-1280,4,Ryo-MIYAKE-4817,28, 64, JAPAN, Left, Foil ,Jean_Paul-TONY_HELISSEY-16371,28, 102, FRANCE, Right, Foil , D/10
274,2019-1280,2,Davide-FILIPPI-34446,20, 151, ITALY, Right, Foil ,Jean_Paul-TONY_HELISSEY-16371,28, 102, FRANCE, Right, Foil , V/15
275,2019-1219,32,Angel-MARIN-40454,19, 382, MEXICO, Right, Foil ,Carlos_Daniel-LOPEZ-44912,17, 395, MEXICO, Right, Foil , V/15
276,2019-1219,32,Philip-SHIN-38635,22, 270, USA, Right, Foil ,Juan_Carlos-DELGADO_LLAMAS-37619,18, 403, MEXICO, Left, Foil , V/15
277,2019-1219,32,Octavio-MARTINEZ_RAMIREZ-32592,23, 386, MEXICO, Right, Foil ,Juan_Sebastian-UNDA-37273,22, 115, MEXICO, Right, Foil , V/15
278,2019-1219,32,Jose_Alberto-PELLETIER-27261,25, 378, MEXICO, Right, Foil ,Fernando-ARIZA-48369,18, 399, MEXICO, Right, Foil , V/15
279,2019-1219,16,Eoin-GRONNINGSATER-38896,20, 218, IRELAND, Left, Foil ,Angel-MARIN-40454,19, 382, MEXICO, Right, Foil , V/15
280,2019-1219,16,Augusto_Antonio-SERVELLO-32232,19, 106, ARGENTINA, Left, Foil ,Jesus-BELTRAN-26644,24, 163, MEXICO, Left, Foil , V/15
281,2019-1219,16,Vitalijs-KUCEBA-33022,21, 128, LATVIA, Left, Foil ,Kevin-KATAYAMA-46350,18, 372, USA, Left, Foil , V/15
282,2019-1219,16,Philip-SHIN-38635,22, 270, USA, Right, Foil ,Luis-LOPEZ-27569,26, 199, GUATEMALA, Right, Foil , D/14
283,2019-1219,16,Bernard-KUNZ_MALAGAMBA-37616,17, 301, MEXICO, Right, Foil ,Octavio-MARTINEZ_RAMIREZ-32592,23, 386, MEXICO, Right, Foil , V/15
284,2019-1219,16,Luis-MOYA-48344,16, 370, MEXICO, Right, Foil ,Daniel-GOMEZ-20652,28, 207, MEXICO, Right, Foil , D/2
285,2019-1219,16,Ethan-GASSNER-44984,17, 181, USA, Left, Foil ,Samuel-GRUBER-43021,18, 368, USA, Left, Foil , V/15
286,2019-1219,16,Jose_Alberto-PELLETIER-27261,25, 378, MEXICO, Right, Foil ,Diego-CERVANTES-42177,17, 198, MEXICO, Right, Foil , D/9
287,2019-1219,8,Eoin-GRONNINGSATER-38896,20, 218, IRELAND, Left, Foil ,Augusto_Antonio-SERVELLO-32232,19, 106, ARGENTINA, Left, Foil , V/15
288,2019-1219,8,Vitalijs-KUCEBA-33022,21, 128, LATVIA, Left, Foil ,Luis-LOPEZ-27569,26, 199, GUATEMALA, Right, Foil , V/15
289,2019-1219,8,Bernard-KUNZ_MALAGAMBA-37616,17, 301, MEXICO, Right, Foil ,Daniel-GOMEZ-20652,28, 207, MEXICO, Right, Foil , D/6
290,2019-1219,8,Ethan-GASSNER-44984,17, 181, USA, Left, Foil ,Diego-CERVANTES-42177,17, 198, MEXICO, Right, Foil , V/15
291,2019-1219,4,Eoin-GRONNINGSATER-38896,20, 218, IRELAND, Left, Foil ,Vitalijs-KUCEBA-33022,21, 128, LATVIA, Left, Foil , V/15
292,2019-1219,4,Daniel-GOMEZ-20652,28, 207, MEXICO, Right, Foil ,Ethan-GASSNER-44984,17, 181, USA, Left, Foil , A/0
293,2019-1219,2,Eoin-GRONNINGSATER-38896,20, 218, IRELAND, Left, Foil ,Ethan-GASSNER-44984,17, 181, USA, Left, Foil , D/12
294,2019-554,32,Federico-VISMARA-32919,21, 47, ITALY, Right, Epée ,Georg-KUHN-22346,26, 263, SWITZERLAND, Right, Epée , V/15
295,2019-554,32,Nicolas-REDING-20471,29, 598, SWITZERLAND, Right, Epée ,Giorgio-GUERRIERO-48312,17, 497, ITALY, Right, Epée , D/14
296,2019-554,32,James-ODGERS-39623,20, 512, GREAT BRITAIN, Right, Epée ,Fabian-KAUTER-6022,33, 225, SWITZERLAND, Right, Epée , D/9
297,2019-554,32,Matteo-TAGLIARIOL-4701,36, 227, ITALY, Right, Epée ,Andras-PETERDI-9648,30, 110, HUNGARY, Right, Epée , D/12
298,2019-554,32,Kenneth-KNUDSEN-29797,21, 304, DENMARK, Right, Epée ,Eugenio-TRADARDI-35819,21, 493, ITALY, Right, Epée , D/11
299,2019-554,32,Gergely-SIKLOSI-30081,21, 165, HUNGARY, Right, Epée ,Julien-ROBERT-42062,22, 519, FRANCE, Right, Epée , V/15
300,2019-554,32,Luca-SPONGA-22345,27, 412, SWITZERLAND, Right, Epée ,Enrico-GAROZZO-15163,29, 32, ITALY, Right, Epée , D/10
301,2019-554,32,Bruce-BRUNOLD-23698,26, 139, SWITZERLAND, Left, Epée ,Clement-METRAILLER-33651,21, 310, SWITZERLAND, Right, Epée , D/12
302,2019-554,32,Peter-SOMFAI-4212,38, 126, HUNGARY, Right, Epée ,Lorenzo-BUZZI-26539,24, 152, ITALY, Right, Epée , V/15
303,2019-554,32,Andrea-VALLOSIO-24053,26, 182, ITALY, Right, Epée ,Giacomo-PAOLINI-39079,20, 417, ITALY, Right, Epée , V/15
304,2019-554,32,Charles_Eric-OSWALD-33675,22, 370, SWITZERLAND, Right, Epée ,Frederik-WEBER-31929,21, 383, SWITZERLAND, Right, Epée , V/15
305,2019-554,32,Niklas-MULTERER-15735,30, 174, GERMANY, Right, Epée ,Gabriel-BONFERRONI-36876,20, 508, SWITZERLAND, Right, Epée , V/15
306,2019-554,32,Alexandre-PITTET-30549,23, 75, SWITZERLAND, Left, Epée ,Max-ROD-21745,25, 171, PORTUGAL, Left, Epée , V/15
307,2019-554,32,Key-MATHIS-32399,21, 543, SWITZERLAND, Right, Epée ,Alexis-BAYARD-27993,22, 70, SWITZERLAND, Left, Epée , D/7
308,2019-554,32,Bernardo-DELARUE_BIZZINI-28133,25, 371, BRAZIL, Right, Epée ,Fabian-BROGER-38922,21, 418, SWITZERLAND, Right, Epée , V/15
309,2019-554,32,Lucas-MALCOTTI-28000,24, 115, SWITZERLAND, Right, Epée ,Michele-NIGGELER-23747,26, 141, SWITZERLAND, Right, Epée , D/14
310,2019-554,16,Federico-VISMARA-32919,21, 47, ITALY, Right, Epée ,Giorgio-GUERRIERO-48312,17, 497, ITALY, Right, Epée , V/15
311,2019-554,16,Fabian-KAUTER-6022,33, 225, SWITZERLAND, Right, Epée ,Andras-PETERDI-9648,30, 110, HUNGARY, Right, Epée , V/15
312,2019-554,16,Eugenio-TRADARDI-35819,21, 493, ITALY, Right, Epée ,Gergely-SIKLOSI-30081,21, 165, HUNGARY, Right, Epée , D/9
313,2019-554,16,Enrico-GAROZZO-15163,29, 32, ITALY, Right, Epée ,Clement-METRAILLER-33651,21, 310, SWITZERLAND, Right, Epée , D/11
314,2019-554,16,Peter-SOMFAI-4212,38, 126, HUNGARY, Right, Epée ,Andrea-VALLOSIO-24053,26, 182, ITALY, Right, Epée , V/15
315,2019-554,16,Charles_Eric-OSWALD-33675,22, 370, SWITZERLAND, Right, Epée ,Niklas-MULTERER-15735,30, 174, GERMANY, Right, Epée , D/12
316,2019-554,16,Alexandre-PITTET-30549,23, 75, SWITZERLAND, Left, Epée ,Alexis-BAYARD-27993,22, 70, SWITZERLAND, Left, Epée , D/14
317,2019-554,16,Bernardo-DELARUE_BIZZINI-28133,25, 371, BRAZIL, Right, Epée ,Michele-NIGGELER-23747,26, 141, SWITZERLAND, Right, Epée , D/9
318,2019-554,8,Federico-VISMARA-32919,21, 47, ITALY, Right, Epée ,Fabian-KAUTER-6022,33, 225, SWITZERLAND, Right, Epée , V/15
319,2019-554,8,Gergely-SIKLOSI-30081,21, 165, HUNGARY, Right, Epée ,Clement-METRAILLER-33651,21, 310, SWITZERLAND, Right, Epée , D/14
320,2019-554,8,Peter-SOMFAI-4212,38, 126, HUNGARY, Right, Epée ,Niklas-MULTERER-15735,30, 174, GERMANY, Right, Epée , V/15
321,2019-554,8,Alexis-BAYARD-27993,22, 70, SWITZERLAND, Left, Epée ,Michele-NIGGELER-23747,26, 141, SWITZERLAND, Right, Epée , V/15
