,,ID,TABLEU,C1_ID,C1_AGE,C1_RANKING,C1_NATIONALITY,C1_HANDNESS,C1_WEAPON,C2_ID,C2_AGE,C2_RANKING,C2_NATIONALITY,C2_HANDNESS,C2_WEAPON
19320,2016-174,16,Philippe-OBERSON-22339,26, 678, SWITZERLAND, Left, Epée ,Michael-KAUTER-6023,39, None, SWITZERLAND, Right, Epée , D/11
19321,2016-174,16,Lucas-MALCOTTI-28000,24, 115, SWITZERLAND, Right, Epée ,Peer-BORSKY-20599,28, None, SWITZERLAND, Right, Epée , D/10
19322,2016-174,16,Steeven-SELOI-31886,23, None, FRANCE, Right, Epée ,John_Edison-RODRIGUEZ-21208,27, 41, COLOMBIA, Left, Epée , V/15
19323,2016-174,8,Florian-STAUB-17515,28, None, SWITZERLAND, Right, Epée ,Andrea-BAROGLIO-15804,31, None, ITALY, Right, Epée , D/11
19324,2016-174,8,Dmitrij-MARCHUKOV-38739,22, None, SWITZERLAND, Right, Epée ,Fabian-KAUTER-6022,33, 225, SWITZERLAND, Right, Epée , D/2
19325,2016-174,8,Ronan-GUSTIN-23021,31, 31, FRANCE, Right, Epée ,Michael-KAUTER-6023,39, None, SWITZERLAND, Right, Epée , V/15
19326,2016-174,8,Peer-BORSKY-20599,28, None, SWITZERLAND, Right, Epée ,Steeven-SELOI-31886,23, None, FRANCE, Right, Epée , D/14
19327,2016-174,4,Andrea-BAROGLIO-15804,31, None, ITALY, Right, Epée ,Fabian-KAUTER-6022,33, 225, SWITZERLAND, Right, Epée , V/15
19328,2016-174,4,Ronan-GUSTIN-23021,31, 31, FRANCE, Right, Epée ,Steeven-SELOI-31886,23, None, FRANCE, Right, Epée , V/15
19329,2016-174,2,Andrea-BAROGLIO-15804,31, None, ITALY, Right, Epée ,Ronan-GUSTIN-23021,31, 31, FRANCE, Right, Epée , D/14
19330,2016-16,32,Josef-MAHRINGER-32473,21, 118, AUSTRIA, Left, Epée ,Mohab-MEFREH-38883,22, None, EGYPT, Right, Epée , V/15
19331,2016-16,32,Yasser-METWALLY-35996,22, None, EGYPT, Right, Epée ,Dmitriy-GORBONOS-34018,22, None, RUSSIA, Right, Epée , D/14
19332,2016-16,32,Mohamed-HUZAYEN-38716,22, None, EGYPT, Right, Epée ,Ahmad_Abbas_I_-ALHUSSAIN-30942,22, 360, SAUDI ARABIA, Right, Epée , V/15
19333,2016-16,32,Ali_Bader-KARAM-36015,21, None, KUWAIT, Right, Epée ,Yan-SIDOROVICH-31153,22, None, RUSSIA, Right, Epée , D/6
19334,2016-16,32,Oleg-KNYSH-35720,21, 241, RUSSIA, Left, Epée ,Lukas-PUCHACHER-30418,22, 747, AUSTRIA, Right, Epée , V/15
19335,2016-16,32,Johannes_Kristian-OLSEN-31456,21, 490, DENMARK, Right, Epée ,Georgiy-BRUEV-35105,21, 48, RUSSIA, Right, Epée , D/10
19336,2016-16,32,Ahmed-ABDELKADER-32458,21, None, EGYPT, Right, Epée ,Eugeni-GAVALDA-34274,22, 246, SPAIN, Right, Epée , D/10
19337,2016-16,32,Mohab-MOWAFY-35995,21, 890, EGYPT, Right, Epée ,Roman_Rene-PICOT-35724,22, None, RUSSIA, Right, Epée , D/13
19338,2016-16,32,Mads_Peter-BERG-29819,20, None, DENMARK, Right, Epée ,Angel-FABREGAT-32938,22, 145, SPAIN, Right, Epée , D/14
19339,2016-16,32,Marc-ANDREU_ALMANSA-28691,22, 403, SPAIN, Left, Epée ,Hubert-KOENIGSWIESER-32472,22, None, AUSTRIA, Right, Epée , V/15
19340,2016-16,32,Ahmed-ELSAYED-32464,20, 49, EGYPT, Right, Epée ,Ahmad-ELSOKKARY-32941,21, 35, EGYPT, Left, Epée , D/9
19341,2016-16,32,Victor-VILLALBA-34198,22, None, SPAIN, Right, Epée ,Jan-CIPAR-31188,21, 486, SLOVAKIA, Right, Epée , D/14
19342,2016-16,32,Daveed-ABDELMALAK-32946,23, None, EGYPT, Right, Epée ,Hasan-ALFUDARI-31590,23, None, KUWAIT, Right, Epée , V/14
19343,2016-16,32,Dzianis-PAULOUSKI-32920,22, 235, BELARUS, Left, Epée ,Alexey-RASSOLOV-35719,21, None, RUSSIA, Right, Epée , D/13
19344,2016-16,32,Alvaro-SURANO-30735,22, None, SPAIN, Right, Epée ,Egor-GUZHIEV-38588,20, 411, RUSSIA, Left, Epée , V/15
19345,2016-16,16,Josef-MAHRINGER-32473,21, 118, AUSTRIA, Left, Epée ,Dmitriy-GORBONOS-34018,22, None, RUSSIA, Right, Epée , V/15
19346,2016-16,16,Mohamed-HUZAYEN-38716,22, None, EGYPT, Right, Epée ,Yan-SIDOROVICH-31153,22, None, RUSSIA, Right, Epée , D/6
19347,2016-16,16,Oleg-KNYSH-35720,21, 241, RUSSIA, Left, Epée ,Georgiy-BRUEV-35105,21, 48, RUSSIA, Right, Epée , D/5
19348,2016-16,16,Eugeni-GAVALDA-34274,22, 246, SPAIN, Right, Epée ,Roman_Rene-PICOT-35724,22, None, RUSSIA, Right, Epée , D/14
19349,2016-16,16,Abdelrahman-ADEL-32718,22, 92, EGYPT, Right, Epée ,Angel-FABREGAT-32938,22, 145, SPAIN, Right, Epée , V/15
19350,2016-16,16,Marc-ANDREU_ALMANSA-28691,22, 403, SPAIN, Left, Epée ,Ahmad-ELSOKKARY-32941,21, 35, EGYPT, Left, Epée , D/13
19351,2016-16,16,Jan-CIPAR-31188,21, 486, SLOVAKIA, Right, Epée ,Daveed-ABDELMALAK-32946,23, None, EGYPT, Right, Epée , D/9
19352,2016-16,16,Alexey-RASSOLOV-35719,21, None, RUSSIA, Right, Epée ,Alvaro-SURANO-30735,22, None, SPAIN, Right, Epée , V/15
19353,2016-16,8,Josef-MAHRINGER-32473,21, 118, AUSTRIA, Left, Epée ,Yan-SIDOROVICH-31153,22, None, RUSSIA, Right, Epée , D/11
19354,2016-16,8,Georgiy-BRUEV-35105,21, 48, RUSSIA, Right, Epée ,Roman_Rene-PICOT-35724,22, None, RUSSIA, Right, Epée , D/14
19355,2016-16,8,Abdelrahman-ADEL-32718,22, 92, EGYPT, Right, Epée ,Ahmad-ELSOKKARY-32941,21, 35, EGYPT, Left, Epée , V/15
19356,2016-16,8,Daveed-ABDELMALAK-32946,23, None, EGYPT, Right, Epée ,Alexey-RASSOLOV-35719,21, None, RUSSIA, Right, Epée , V/15
19357,2016-16,4,Yan-SIDOROVICH-31153,22, None, RUSSIA, Right, Epée ,Roman_Rene-PICOT-35724,22, None, RUSSIA, Right, Epée , V/6
19358,2016-16,4,Abdelrahman-ADEL-32718,22, 92, EGYPT, Right, Epée ,Daveed-ABDELMALAK-32946,23, None, EGYPT, Right, Epée , D/11
19359,2016-16,2,Yan-SIDOROVICH-31153,22, None, RUSSIA, Right, Epée ,Daveed-ABDELMALAK-32946,23, None, EGYPT, Right, Epée , V/15
19360,2016-47,32,Nolen-SCRUGGS-31678,21, None, USA, Left, Foil ,Maksym-HARAVSKYI-32936,20, 213, UKRAINE, Left, Foil , V/15
19361,2016-47,32,Geoffrey-TOURETTE-31783,19, 94, USA, Right, Foil ,Sidarth-KUMBLA-35857,20, 72, USA, Right, Foil , V/15
19362,2016-47,32,Daniel-DOSA-29031,22, 53, HUNGARY, Left, Foil ,Gabor-BELLOVICZ-35180,20, 385, HUNGARY, Right, Foil , V/15
19363,2016-47,32,Tamas-MESZAROS-31831,20, 135, HUNGARY, Right, Foil ,Andrea_Enrico-SANFILIPPO-32445,22, 390, ITALY, Right, Foil , V/15
19364,2016-47,32,Meddy-ELICE-32763,22, 150, FRANCE, Right, Foil ,Duncan-RHEINGANS_YOO-35612,21, 685, USA, Right, Foil , V/15
19365,2016-47,32,Cristian-CANDESCU-35932,19, None, ROMANIA, Right, Foil ,Petar-FILES-30087,21, 90, CROATIA, Right, Foil , D/9
19366,2016-47,32,Alvise-DAL_SANTO-33860,20, 447, ITALY, Right, Foil ,Benjamin-FRUHAUF-35181,20, 138, HUNGARY, Right, Foil , V/15
19367,2016-47,32,Federico-PISTORIO-38853,18, None, ITALY, Right, Foil ,Enguerand-ROGER-32764,21, 180, FRANCE, Right, Foil , D/6
19368,2016-47,32,Alexandre-SIDO-30808,22, 123, FRANCE, Right, Foil ,Samuel-MOELIS-29613,20, 184, USA, Left, Foil , D/14
19369,2016-47,32,Theo-SEBBAN-32765,22, None, FRANCE, Right, Foil ,Yaroslav-STEPURA-31948,22, 201, UKRAINE, Left, Foil , D/12
19370,2016-47,32,George-HAGLUND-33349,21, None, USA, Right, Foil ,William-UPBIN-35679,21, None, USA, Right, Foil , V/15
19371,2016-47,32,Matthew-BRANMAN-31758,21, None, USA, Right, Foil ,Maximilien-CHASTANET-30390,22, 126, FRANCE, Right, Foil , D/6
19372,2016-47,32,Axel-KIEFER-29614,22, 192, USA, Left, Foil ,Guillaume-BIANCHI-32275,21, 32, ITALY, Right, Foil , V/15
19373,2016-47,32,Krisztian-PANKACZI-35832,20, None, HUNGARY, Right, Foil ,Alexandre-EDIRI-34638,20, 125, FRANCE, Right, Foil , D/6
19374,2016-47,32,Wallerand-ROGER-34789,20, 121, FRANCE, Right, Foil ,Andrea-FUNARO-33777,20, None, ITALY, Right, Foil , D/14
19375,2016-47,32,Alessandro-GRIDELLI-32041,21, 427, ITALY, Right, Foil ,Pierre-LOISEL-36874,20, 130, FRANCE, Right, Foil , V/15
19376,2016-47,16,Nolen-SCRUGGS-31678,21, None, USA, Left, Foil ,Geoffrey-TOURETTE-31783,19, 94, USA, Right, Foil , V/15
19377,2016-47,16,Daniel-DOSA-29031,22, 53, HUNGARY, Left, Foil ,Tamas-MESZAROS-31831,20, 135, HUNGARY, Right, Foil , V/15
19378,2016-47,16,Meddy-ELICE-32763,22, 150, FRANCE, Right, Foil ,Petar-FILES-30087,21, 90, CROATIA, Right, Foil , V/15
19379,2016-47,16,Alvise-DAL_SANTO-33860,20, 447, ITALY, Right, Foil ,Enguerand-ROGER-32764,21, 180, FRANCE, Right, Foil , D/10
19380,2016-47,16,Samuel-MOELIS-29613,20, 184, USA, Left, Foil ,Yaroslav-STEPURA-31948,22, 201, UKRAINE, Left, Foil , V/15
19381,2016-47,16,George-HAGLUND-33349,21, None, USA, Right, Foil ,Maximilien-CHASTANET-30390,22, 126, FRANCE, Right, Foil , D/6
19382,2016-47,16,Axel-KIEFER-29614,22, 192, USA, Left, Foil ,Alexandre-EDIRI-34638,20, 125, FRANCE, Right, Foil , V/15
19383,2016-47,16,Andrea-FUNARO-33777,20, None, ITALY, Right, Foil ,Alessandro-GRIDELLI-32041,21, 427, ITALY, Right, Foil , D/13
19384,2016-47,8,Nolen-SCRUGGS-31678,21, None, USA, Left, Foil ,Daniel-DOSA-29031,22, 53, HUNGARY, Left, Foil , D/8
19385,2016-47,8,Meddy-ELICE-32763,22, 150, FRANCE, Right, Foil ,Enguerand-ROGER-32764,21, 180, FRANCE, Right, Foil , D/12
19386,2016-47,8,Samuel-MOELIS-29613,20, 184, USA, Left, Foil ,Maximilien-CHASTANET-30390,22, 126, FRANCE, Right, Foil , D/9
19387,2016-47,8,Axel-KIEFER-29614,22, 192, USA, Left, Foil ,Alessandro-GRIDELLI-32041,21, 427, ITALY, Right, Foil , V/15
19388,2016-47,4,Daniel-DOSA-29031,22, 53, HUNGARY, Left, Foil ,Enguerand-ROGER-32764,21, 180, FRANCE, Right, Foil , V/15
19389,2016-47,4,Maximilien-CHASTANET-30390,22, 126, FRANCE, Right, Foil ,Axel-KIEFER-29614,22, 192, USA, Left, Foil , V/15
19390,2016-47,2,Daniel-DOSA-29031,22, 53, HUNGARY, Left, Foil ,Maximilien-CHASTANET-30390,22, 126, FRANCE, Right, Foil , V/15
19391,2016-898,32,Mirgul-KADYROVA-36563,21, None, RUSSIA, Right, Foil ,Meredith-GUILLAUME-32585,21, None, FRANCE, Right, Foil , D/13
19392,2016-898,32,Natalya-MAMAEVA-38724,20, None, RUSSIA, Right, Foil ,Samantha-VIQUEIRA-33375,20, 304, USA, Right, Foil , V/10
19393,2016-898,32,Rozene-CASTANIE-32658,21, 127, FRANCE, Right, Foil ,Malina-CALUGAREANU-27093,22, 103, ROMANIA, Left, Foil , D/4
19394,2016-898,32,Nora-HAJAS-37537,18, 312, HUNGARY, Right, Foil ,Marie-DUCHESNE-32483,21, 260, FRANCE, Left, Foil , D/3
19395,2016-898,32,Victoria-YUSOVA-37880,20, 157, RUSSIA, Left, Foil ,Kamilla-TSIBIROVA-37879,20, None, RUSSIA, Right, Foil , D/14
19396,2016-898,32,Morgane-PATRU-36796,20, 200, FRANCE, Right, Foil ,Aikaterini_Maria-KONTOCHRISTOPOULOU-28651,21, 154, GREECE, Right, Foil , V/15
19397,2016-898,32,Elisabetta-BIANCHIN-30818,21, 66, ITALY, Right, Foil ,Marie-SORIANO-34492,20, None, FRANCE, Right, Foil , V/15
19398,2016-898,32,Yara-ELSHARKAWY-34433,19, 36, EGYPT, Left, Foil ,Ester-SCHREIBER-27945,21, 99, SWEDEN, Right, Foil , D/9
19399,2016-898,32,Flora-PASZTOR-33780,20, 147, HUNGARY, Right, Foil ,Alla-GOLOKOLENKO-37881,20, None, RUSSIA, Right, Foil , V/15
19400,2016-898,32,Morgan-PARTRIDGE-29695,20, 247, USA, Right, Foil ,Maria-BOLDOR-29054,22, 133, ROMANIA, Right, Foil , D/11
19401,2016-898,32,Marta-MARTYANOVA-34564,20, 23, RUSSIA, Right, Foil ,Anna-POLTZ-38860,18, 381, HUNGARY, Right, Foil , V/15
19402,2016-898,32,Ajna-KORENY-28236,22, None, HUNGARY, Right, Foil ,Viktoria-SCHMEL-30084,22, 180, HUNGARY, Left, Foil , D/12
19403,2016-898,32,Solene-MENNOCK-38838,21, None, FRANCE, Right, Foil ,Emma-PIMOUGUET-36795,20, None, FRANCE, Right, Foil , D/6
19404,2016-898,32,Adelya-ABDRAKHMANOVA-33069,21, 74, RUSSIA, Right, Foil ,Janka-TOTH-33779,20, 310, HUNGARY, Right, Foil , V/15
19405,2016-898,32,Natalya-ARDENTOVA-33071,22, None, RUSSIA, Right, Foil ,Oceane-BLUM-32682,22, 198, FRANCE, Right, Foil , V/15
19406,2016-898,32,Beatrice-KUDLACEK-34549,19, 256, AUSTRIA, Right, Foil ,Maria-MELNIKOVA-35086,21, None, RUSSIA, Right, Foil , D/5
19407,2016-898,16,Meredith-GUILLAUME-32585,21, None, FRANCE, Right, Foil ,Natalya-MAMAEVA-38724,20, None, RUSSIA, Right, Foil , V/15
19408,2016-898,16,Malina-CALUGAREANU-27093,22, 103, ROMANIA, Left, Foil ,Marie-DUCHESNE-32483,21, 260, FRANCE, Left, Foil , D/10
19409,2016-898,16,Kamilla-TSIBIROVA-37879,20, None, RUSSIA, Right, Foil ,Morgane-PATRU-36796,20, 200, FRANCE, Right, Foil , V/15
19410,2016-898,16,Elisabetta-BIANCHIN-30818,21, 66, ITALY, Right, Foil ,Ester-SCHREIBER-27945,21, 99, SWEDEN, Right, Foil , V/15
19411,2016-898,16,Flora-PASZTOR-33780,20, 147, HUNGARY, Right, Foil ,Maria-BOLDOR-29054,22, 133, ROMANIA, Right, Foil , D/13
19412,2016-898,16,Marta-MARTYANOVA-34564,20, 23, RUSSIA, Right, Foil ,Viktoria-SCHMEL-30084,22, 180, HUNGARY, Left, Foil , V/15
19413,2016-898,16,Emma-PIMOUGUET-36795,20, None, FRANCE, Right, Foil ,Adelya-ABDRAKHMANOVA-33069,21, 74, RUSSIA, Right, Foil , D/12
19414,2016-898,16,Natalya-ARDENTOVA-33071,22, None, RUSSIA, Right, Foil ,Maria-MELNIKOVA-35086,21, None, RUSSIA, Right, Foil , D/12
19415,2016-898,8,Meredith-GUILLAUME-32585,21, None, FRANCE, Right, Foil ,Marie-DUCHESNE-32483,21, 260, FRANCE, Left, Foil , D/14
19416,2016-898,8,Kamilla-TSIBIROVA-37879,20, None, RUSSIA, Right, Foil ,Elisabetta-BIANCHIN-30818,21, 66, ITALY, Right, Foil , D/7
19417,2016-898,8,Maria-BOLDOR-29054,22, 133, ROMANIA, Right, Foil ,Marta-MARTYANOVA-34564,20, 23, RUSSIA, Right, Foil , D/11
19418,2016-898,8,Adelya-ABDRAKHMANOVA-33069,21, 74, RUSSIA, Right, Foil ,Maria-MELNIKOVA-35086,21, None, RUSSIA, Right, Foil , D/9
19419,2016-898,4,Marie-DUCHESNE-32483,21, 260, FRANCE, Left, Foil ,Elisabetta-BIANCHIN-30818,21, 66, ITALY, Right, Foil , D/8
19420,2016-898,4,Marta-MARTYANOVA-34564,20, 23, RUSSIA, Right, Foil ,Maria-MELNIKOVA-35086,21, None, RUSSIA, Right, Foil , D/6
19421,2016-898,2,Elisabetta-BIANCHIN-30818,21, 66, ITALY, Right, Foil ,Maria-MELNIKOVA-35086,21, None, RUSSIA, Right, Foil , D/11
19422,2016-657,32,Stefanie-FEHRER-33544,20, 771, AUSTRIA, Right, Epée ,Yana-BOTVINIK-34482,20, 141, ISRAEL, Right, Epée , V/15
19423,2016-657,32,Dariya-YEFREMENKO-38624,19, None, USA, Right, Epée ,Paula-SCHMIDL-28728,22, 125, AUSTRIA, Right, Epée , V/15
19424,2016-657,32,Roberta-MARZANI-28741,22, 97, ITALY, Left, Epée ,Sophia-WEITBRECHT-32172,21, 299, GERMANY, Left, Epée , V/15
19425,2016-657,32,Vlada-KHARKOVA-29074,22, 200, UKRAINE, Right, Epée ,Kinga-NAGY-32913,20, 325, HUNGARY, Right, Epée , D/14
19426,2016-657,32,Cezara-CONSTANTIN-30068,22, None, ROMANIA, Right, Epée ,Alessandra-BOZZA-35123,19, 317, ITALY, Left, Epée , D/12
19427,2016-657,32,Catherine-NIXON-30485,21, 67, USA, Left, Epée ,Noemi-MOESCHLIN-33663,22, 101, SWITZERLAND, Right, Epée , V/15
19428,2016-657,32,Tamara-GNAM-35779,18, 508, HUNGARY, Left, Epée ,Inna-BROVKO-29945,21, 103, UKRAINE, Left, Epée , D/14
19429,2016-657,32,Weronika-RABCZEWSKA-35823,20, None, POLAND, Left, Epée ,Federica-ISOLA-35125,19, 49, ITALY, Right, Epée , D/7
19430,2016-657,32,Kim-TREUDT_GOESSER-34152,20, 555, GERMANY, Left, Epée ,Barbara-VANBENTHUYSEN-37601,20, None, USA, Right, Epée , D/10
19431,2016-657,32,Tatijana-STEWART-35893,19, None, USA, Left, Epée ,Hanna-PLEESZ-38782,20, 681, HUNGARY, Right, Epée , V/15
19432,2016-657,32,Nadine-STAHLBERG-28521,23, 143, GERMANY, Right, Epée ,Nikol-GAVRIELKO-32568,19, 159, ISRAEL, Left, Epée , V/15
19433,2016-657,32,Beatrice-CAGNIN-34432,19, 338, ITALY, Right, Epée ,Saanchi-KUKADIA-37586,19, None, USA, Right, Epée , V/15
19434,2016-657,32,Alice-CLERICI-29962,22, 66, ITALY, Right, Epée ,Eleonora-DE_MARCHI-32441,20, 191, ITALY, Right, Epée , D/14
19435,2016-657,32,Medora-MCCARTHY-34712,21, None, GREAT BRITAIN, Right, Epée ,Emilia_Cecilie-BORRYE-31444,20, None, DENMARK, Right, Epée , D/14
19436,2016-657,32,Ana-SEL-28036,21, 357, SERBIA, Right, Epée ,Alice-CASSANO-34361,21, None, ITALY, Right, Epée , V/12
19437,2016-657,32,Alessandra-SEGATTO-37160,19, None, ITALY, Right, Epée ,Kenyata-PLENTY-35913,19, None, USA, Left, Epée , D/11
19438,2016-657,16,Stefanie-FEHRER-33544,20, 771, AUSTRIA, Right, Epée ,Dariya-YEFREMENKO-38624,19, None, USA, Right, Epée , V/15
19439,2016-657,16,Roberta-MARZANI-28741,22, 97, ITALY, Left, Epée ,Kinga-NAGY-32913,20, 325, HUNGARY, Right, Epée , V/15
19440,2016-657,16,Alessandra-BOZZA-35123,19, 317, ITALY, Left, Epée ,Catherine-NIXON-30485,21, 67, USA, Left, Epée , D/8
19441,2016-657,16,Inna-BROVKO-29945,21, 103, UKRAINE, Left, Epée ,Federica-ISOLA-35125,19, 49, ITALY, Right, Epée , D/14
19442,2016-657,16,Barbara-VANBENTHUYSEN-37601,20, None, USA, Right, Epée ,Tatijana-STEWART-35893,19, None, USA, Left, Epée , V/15
19443,2016-657,16,Nadine-STAHLBERG-28521,23, 143, GERMANY, Right, Epée ,Beatrice-CAGNIN-34432,19, 338, ITALY, Right, Epée , V/15
19444,2016-657,16,Eleonora-DE_MARCHI-32441,20, 191, ITALY, Right, Epée ,Emilia_Cecilie-BORRYE-31444,20, None, DENMARK, Right, Epée , V/15
19445,2016-657,16,Ana-SEL-28036,21, 357, SERBIA, Right, Epée ,Kenyata-PLENTY-35913,19, None, USA, Left, Epée , D/13
19446,2016-657,8,Stefanie-FEHRER-33544,20, 771, AUSTRIA, Right, Epée ,Roberta-MARZANI-28741,22, 97, ITALY, Left, Epée , V/15
19447,2016-657,8,Catherine-NIXON-30485,21, 67, USA, Left, Epée ,Federica-ISOLA-35125,19, 49, ITALY, Right, Epée , D/13
19448,2016-657,8,Barbara-VANBENTHUYSEN-37601,20, None, USA, Right, Epée ,Nadine-STAHLBERG-28521,23, 143, GERMANY, Right, Epée , D/13
19449,2016-657,8,Eleonora-DE_MARCHI-32441,20, 191, ITALY, Right, Epée ,Kenyata-PLENTY-35913,19, None, USA, Left, Epée , V/15
19450,2016-657,4,Stefanie-FEHRER-33544,20, 771, AUSTRIA, Right, Epée ,Federica-ISOLA-35125,19, 49, ITALY, Right, Epée , D/10
19451,2016-657,4,Nadine-STAHLBERG-28521,23, 143, GERMANY, Right, Epée ,Eleonora-DE_MARCHI-32441,20, 191, ITALY, Right, Epée , V/15
19452,2016-657,2,Federica-ISOLA-35125,19, 49, ITALY, Right, Epée ,Nadine-STAHLBERG-28521,23, 143, GERMANY, Right, Epée , D/9
19453,2016-17,32,Justin-YOO-32622,21, 880, USA, Right, Epée ,Yevgeniy-GORBACHUK-37865,20, None, UKRAINE, Right, Epée , D/14
19454,2016-17,32,Elia-DAGANI-33658,20, 239, SWITZERLAND, Right, Epée ,Romain-CANNONE-35617,21, 102, FRANCE, Right, Epée , D/11
19455,2016-17,32,Federico-VISMARA-32919,21, 47, ITALY, Right, Epée ,Damian-MICHALAK-36613,19, 228, POLAND, Right, Epée , V/15
19456,2016-17,32,Harrison-NICHOLS-32845,22, 123, GREAT BRITAIN, Right, Epée ,Paul-ALLEGRE-32821,22, 350, FRANCE, Right, Epée , D/10
19457,2016-17,32,Martin-RUBES-27058,22, 83, CZECH REPUBLIC, Right, Epée ,Andric-PIANFETTI-37664,20, None, FRANCE, Right, Epée , V/15
19458,2016-17,32,Daniel-DE_MOLA-37777,19, 448, ITALY, Right, Epée ,Lukas-PUCHACHER-30418,22, 747, AUSTRIA, Right, Epée , D/10
19459,2016-17,32,Michael-POPOVICI-34352,21, None, USA, Right, Epée ,Rafael-TULEN-31502,21, 185, NETHERLANDS, Right, Epée , D/12
19460,2016-17,32,Gianluca-CASARO-30622,22, None, ITALY, Right, Epée ,Jack-BRADFORD-37602,20, None, USA, Right, Epée , D/9
19461,2016-17,32,Valerio-CUOMO-37711,20, 78, ITALY, Right, Epée ,Wojciech-KOLANCZYK-36663,19, 386, POLAND, Left, Epée , D/9
19462,2016-17,32,Michal-OPALKA-35844,21, 400, POLAND, Right, Epée ,Louis-VERVOITTE-32482,22, None, FRANCE, Right, Epée , D/8
19463,2016-17,32,Yan-SYCH-31985,22, 142, UKRAINE, Right, Epée ,Dmitrij-MARCHUKOV-38739,22, None, SWITZERLAND, Right, Epée , V/15
19464,2016-17,32,Sergio-TRIVELLI-30404,22, None, ITALY, Right, Epée ,Patryk-SZLAMA-31876,22, None, POLAND, Right, Epée , D/13
19465,2016-17,32,Riccardo-ABATE-35120,19, 766, ITALY, Right, Epée ,Frederik-WEBER-31929,21, 383, SWITZERLAND, Right, Epée , V/14
19466,2016-17,32,Alexis-BAYARD-27993,22, 70, SWITZERLAND, Left, Epée ,Noe-WALTER-32709,22, None, GERMANY, Right, Epée , V/15
19467,2016-17,32,Bartosz-STASZULONEK-36658,21, 876, POLAND, Right, Epée ,Gabriele-RISICATO-31081,22, None, ITALY, Right, Epée , V/15
19468,2016-17,32,Ariel-SIMMONS-32320,22, 245, USA, Right, Epée ,Josef-MAHRINGER-32473,21, 118, AUSTRIA, Left, Epée , D/14
19469,2016-17,16,Yevgeniy-GORBACHUK-37865,20, None, UKRAINE, Right, Epée ,Romain-CANNONE-35617,21, 102, FRANCE, Right, Epée , D/8
19470,2016-17,16,Federico-VISMARA-32919,21, 47, ITALY, Right, Epée ,Paul-ALLEGRE-32821,22, 350, FRANCE, Right, Epée , D/12
19471,2016-17,16,Martin-RUBES-27058,22, 83, CZECH REPUBLIC, Right, Epée ,Lukas-PUCHACHER-30418,22, 747, AUSTRIA, Right, Epée , V/15
19472,2016-17,16,Rafael-TULEN-31502,21, 185, NETHERLANDS, Right, Epée ,Jack-BRADFORD-37602,20, None, USA, Right, Epée , V/15
19473,2016-17,16,Wojciech-KOLANCZYK-36663,19, 386, POLAND, Left, Epée ,Louis-VERVOITTE-32482,22, None, FRANCE, Right, Epée , D/10
19474,2016-17,16,Yan-SYCH-31985,22, 142, UKRAINE, Right, Epée ,Patryk-SZLAMA-31876,22, None, POLAND, Right, Epée , V/15
19475,2016-17,16,Riccardo-ABATE-35120,19, 766, ITALY, Right, Epée ,Alexis-BAYARD-27993,22, 70, SWITZERLAND, Left, Epée , D/10
19476,2016-17,16,Bartosz-STASZULONEK-36658,21, 876, POLAND, Right, Epée ,Josef-MAHRINGER-32473,21, 118, AUSTRIA, Left, Epée , V/15
19477,2016-17,8,Romain-CANNONE-35617,21, 102, FRANCE, Right, Epée ,Paul-ALLEGRE-32821,22, 350, FRANCE, Right, Epée , D/10
19478,2016-17,8,Martin-RUBES-27058,22, 83, CZECH REPUBLIC, Right, Epée ,Rafael-TULEN-31502,21, 185, NETHERLANDS, Right, Epée , V/15
19479,2016-17,8,Louis-VERVOITTE-32482,22, None, FRANCE, Right, Epée ,Yan-SYCH-31985,22, 142, UKRAINE, Right, Epée , D/10
19480,2016-17,8,Alexis-BAYARD-27993,22, 70, SWITZERLAND, Left, Epée ,Bartosz-STASZULONEK-36658,21, 876, POLAND, Right, Epée , V/15
19481,2016-17,4,Paul-ALLEGRE-32821,22, 350, FRANCE, Right, Epée ,Martin-RUBES-27058,22, 83, CZECH REPUBLIC, Right, Epée , V/15
19482,2016-17,4,Yan-SYCH-31985,22, 142, UKRAINE, Right, Epée ,Alexis-BAYARD-27993,22, 70, SWITZERLAND, Left, Epée , V/12
19483,2016-17,2,Paul-ALLEGRE-32821,22, 350, FRANCE, Right, Epée ,Yan-SYCH-31985,22, 142, UKRAINE, Right, Epée , D/9
19484,2016-514,32,Eduard-GERT-30200,22, None, GERMANY, Right, Sabre ,Artsiom-NOVIKAU-29210,22, 182, BELARUS, Right, Sabre , D/8
19485,2016-514,32,Nikita-YAKOVENKO-33074,22, 565, RUSSIA, Left, Sabre ,Leonardo-DREOSSI-32376,21, 114, ITALY, Left, Sabre , D/5
19486,2016-514,32,Nael-CANALI-32388,22, 230, FRANCE, Right, Sabre ,Oleksandr-KARAKAI-31810,22, 301, UKRAINE, Right, Sabre , D/13
19487,2016-514,32,Duncan-DE_CAIRE-34539,21, None, USA, Right, Sabre ,Benjamin-ROGER-32389,22, None, FRANCE, Right, Sabre , D/12
19488,2016-514,32,Benjamin-NATANZON-32636,21, 54, USA, Right, Sabre ,Nick-HERBON-32070,22, None, GERMANY, Right, Sabre , V/15
19489,2016-514,32,Stefano_Ivan-LUCCHETTI-29223,21, 53, ARGENTINA, Right, Sabre ,Alban-BERGES-32447,22, None, FRANCE, Right, Sabre , V/15
