ID, TABLEU, C1_ID, C1_AGE, C1_RANKING, C1_NATIONALITY,C1_HANDNESS, C1_WEAPON, C2_ID, C2_AGE, C2_RANKING, C2_NATIONALITY,C2_HANDNESS, C2_WEAPON, RESULT_C1, RESULT_C2
2016-223, 32,Barbara-VANBENTHUYSEN-37601,20, None, USA, Right, Epée ,Asa-LINDE-29653,21, 107, SWEDEN, Right, Epée , D/13,  V/15
2016-223, 32,Ayumu-SAITO-32525,22, 460, JAPAN, Left, Epée ,Amanda-SIRICO-27922,22, 202, USA, Right, Epée , D/10,  V/15
2016-223, 32,Maria-OBRAZTSOVA-31989,22, 213, RUSSIA, Right, Epée ,Nardin-EHAB-34912,22, 41, EGYPT, Right, Epée , V/15,  D/14
2016-223, 32,Dar-HECHT-34584,18, 90, ISRAEL, Right, Epée ,Yixuan-XIANG-31089,22, 155, CHINA, Right, Epée , D/9,  V/15
2016-223, 16,Alice-CLERICI-29962,22, 66, ITALY, Right, Epée ,Nadine-STAHLBERG-28521,23, 143, GERMANY, Right, Epée , V/15,  D/10
2016-223, 16,Vera_Maia_Devi-KANEVSKI-32570,19, 291, ISRAEL, Right, Epée ,Alena-KOMAROVA-26764,22, 89, RUSSIA, Left, Epée , V/15,  D/12
2016-223, 16,Hiu_Ching_Kristy-CHEUNG-35247,18, None, HONG KONG, Right, Epée ,Peiying-ZHONG-34897,21, 330, CHINA, Right, Epée , D/7,  V/11
2016-223, 16,Irina-OKHOTNIKOVA-35103,21, 134, RUSSIA, Right, Epée ,Roberta-MARZANI-28741,22, 97, ITALY, Left, Epée , V/15,  D/14
2016-223, 16,Mariem-NGOM-32343,22, None, FRANCE, Right, Epée ,Heeju-JEON-40541,21, None, KOREA, Left, Epée , D/14,  V/15
2016-223, 16,Kinga-NAGY-32913,20, 325, HUNGARY, Right, Epée ,Noemi-MOESCHLIN-33663,22, 101, SWITZERLAND, Right, Epée , V/15,  D/11
2016-223, 16,Asa-LINDE-29653,21, 107, SWEDEN, Right, Epée ,Amanda-SIRICO-27922,22, 202, USA, Right, Epée , V/15,  D/9
2016-223, 16,Maria-OBRAZTSOVA-31989,22, 213, RUSSIA, Right, Epée ,Yixuan-XIANG-31089,22, 155, CHINA, Right, Epée , D/7,  V/8
2016-223, 8,Alice-CLERICI-29962,22, 66, ITALY, Right, Epée ,Vera_Maia_Devi-KANEVSKI-32570,19, 291, ISRAEL, Right, Epée , V/15,  D/13
2016-223, 8,Peiying-ZHONG-34897,21, 330, CHINA, Right, Epée ,Irina-OKHOTNIKOVA-35103,21, 134, RUSSIA, Right, Epée , D/11,  V/15
2016-223, 8,Heeju-JEON-40541,21, None, KOREA, Left, Epée ,Kinga-NAGY-32913,20, 325, HUNGARY, Right, Epée , V/15,  D/12
2016-223, 8,Asa-LINDE-29653,21, 107, SWEDEN, Right, Epée ,Yixuan-XIANG-31089,22, 155, CHINA, Right, Epée , D/11,  V/15
2016-223, 4,Alice-CLERICI-29962,22, 66, ITALY, Right, Epée ,Irina-OKHOTNIKOVA-35103,21, 134, RUSSIA, Right, Epée , V/15,  D/12
2016-223, 4,Heeju-JEON-40541,21, None, KOREA, Left, Epée ,Yixuan-XIANG-31089,22, 155, CHINA, Right, Epée , D/14,  V/15
2016-223, 2,Alice-CLERICI-29962,22, 66, ITALY, Right, Epée ,Yixuan-XIANG-31089,22, 155, CHINA, Right, Epée , V/12,  D/6
2016-224, 32,Valerio-CUOMO-37711,20, 78, ITALY, Right, Epée ,Justin-YOO-32622,21, 880, USA, Right, Epée , V/15,  D/13
2016-224, 32,Clement-DORIGO-35614,21, 120, FRANCE, Right, Epée ,Akira-KOMATA-34396,20, 358, JAPAN, Right, Epée , V/15,  D/12
2016-224, 32,Andric-PIANFETTI-37664,20, None, FRANCE, Right, Epée ,Eugeni-GAVALDA-34274,22, 246, SPAIN, Right, Epée , V/15,  D/10
2016-224, 32,Christian_Schack-LINNEMANN-29817,21, 316, DENMARK, Left, Epée ,Linus-ISLAS_FLYGARE-30796,21, 159, SWEDEN, Right, Epée , D/4,  V/15
2016-224, 32,Philipp-KONDRING-38737,20, None, GERMANY, Right, Epée ,Dzianis-PAULOUSKI-32920,22, 235, BELARUS, Left, Epée , D/10,  V/15
2016-224, 32,Masahide-ONO-32524,22, None, JAPAN, Right, Epée ,Curtis-MCDOWALD-36515,22, 12, USA, Right, Epée , D/6,  V/15
2016-224, 32,Zsombor-BANYAI-30080,22, 80, HUNGARY, Left, Epée ,Rico-BRAUN-35187,21, 229, GERMANY, Right, Epée , V/15,  D/11
2016-224, 32,Federico-VISMARA-32919,21, 47, ITALY, Right, Epée ,Martin-RUBES-27058,22, 83, CZECH REPUBLIC, Right, Epée , V/15,  D/12
2016-224, 32,Luis_Enrique-PATTERSON-39252,22, 271, CUBA, Right, Epée ,Alvaro-SURANO-30735,22, None, SPAIN, Right, Epée , D/14,  V/15
2016-224, 32,Gergely-SIKLOSI-30081,21, 165, HUNGARY, Right, Epée ,Jose-BARTISSOL-33001,21, 553, PORTUGAL, Right, Epée , V/15,  D/9
2016-224, 32,Seunghyun-LEE-40535,21, None, KOREA, Right, Epée ,Josef-MAHRINGER-32473,21, 118, AUSTRIA, Left, Epée , D/14,  V/15
2016-224, 32,Koki-KANO-34385,21, 9, JAPAN, Right, Epée ,Adrian-DABIJA-30620,21, 256, ROMANIA, Right, Epée , V/15,  D/13
2016-224, 32,Georgiy-BRUEV-35105,21, 48, RUSSIA, Right, Epée ,Damian-MICHALAK-36613,19, 228, POLAND, Right, Epée , V/15,  D/14
2016-224, 32,Hyomin-JANG-40533,22, None, KOREA, Right, Epée ,Zijie-WANG-40234,22, 172, CHINA, Right, Epée , V/15,  D/11
2016-224, 32,Angel-FABREGAT-32938,22, 145, SPAIN, Right, Epée ,Balint-BAKOS-33863,21, 921, HUNGARY, Left, Epée , D/12,  V/13
2016-224, 32,Loic-BEAULIEU-36814,20, 325, CANADA, Right, Epée ,Daveed-ABDELMALAK-32946,23, None, EGYPT, Right, Epée , D/12,  V/15
2016-224, 16,Valerio-CUOMO-37711,20, 78, ITALY, Right, Epée ,Clement-DORIGO-35614,21, 120, FRANCE, Right, Epée , V/15,  D/10
2016-224, 16,Andric-PIANFETTI-37664,20, None, FRANCE, Right, Epée ,Linus-ISLAS_FLYGARE-30796,21, 159, SWEDEN, Right, Epée , D/12,  V/15
2016-224, 16,Dzianis-PAULOUSKI-32920,22, 235, BELARUS, Left, Epée ,Curtis-MCDOWALD-36515,22, 12, USA, Right, Epée , V/15,  D/14
2016-224, 16,Zsombor-BANYAI-30080,22, 80, HUNGARY, Left, Epée ,Federico-VISMARA-32919,21, 47, ITALY, Right, Epée , V/15,  D/14
2016-224, 16,Alvaro-SURANO-30735,22, None, SPAIN, Right, Epée ,Gergely-SIKLOSI-30081,21, 165, HUNGARY, Right, Epée , D/6,  V/15
2016-224, 16,Josef-MAHRINGER-32473,21, 118, AUSTRIA, Left, Epée ,Koki-KANO-34385,21, 9, JAPAN, Right, Epée , D/13,  V/15
2016-224, 16,Georgiy-BRUEV-35105,21, 48, RUSSIA, Right, Epée ,Hyomin-JANG-40533,22, None, KOREA, Right, Epée , V/15,  D/12
2016-224, 16,Balint-BAKOS-33863,21, 921, HUNGARY, Left, Epée ,Daveed-ABDELMALAK-32946,23, None, EGYPT, Right, Epée , V/10,  D/9
2016-224, 8,Valerio-CUOMO-37711,20, 78, ITALY, Right, Epée ,Linus-ISLAS_FLYGARE-30796,21, 159, SWEDEN, Right, Epée , V/15,  D/12
2016-224, 8,Dzianis-PAULOUSKI-32920,22, 235, BELARUS, Left, Epée ,Zsombor-BANYAI-30080,22, 80, HUNGARY, Left, Epée , D/13,  V/15
2016-224, 8,Gergely-SIKLOSI-30081,21, 165, HUNGARY, Right, Epée ,Koki-KANO-34385,21, 9, JAPAN, Right, Epée , V/15,  D/4
2016-224, 8,Georgiy-BRUEV-35105,21, 48, RUSSIA, Right, Epée ,Balint-BAKOS-33863,21, 921, HUNGARY, Left, Epée , V/15,  D/11
2016-224, 4,Valerio-CUOMO-37711,20, 78, ITALY, Right, Epée ,Zsombor-BANYAI-30080,22, 80, HUNGARY, Left, Epée , V/15,  D/9
2016-224, 4,Gergely-SIKLOSI-30081,21, 165, HUNGARY, Right, Epée ,Georgiy-BRUEV-35105,21, 48, RUSSIA, Right, Epée , D/11,  V/15
2016-224, 2,Valerio-CUOMO-37711,20, 78, ITALY, Right, Epée ,Georgiy-BRUEV-35105,21, 48, RUSSIA, Right, Epée , D/12,  V/15
2016-227, 32,Vanessa-INFANTE-30764,22, 137, MEXICO, Right, Sabre ,Misaki-EMURA-32026,20, 37, JAPAN, Right, Sabre , D/11,  V/15
2016-227, 32,Ywen-LAU-34821,18, 85, SINGAPORE, Right, Sabre ,Caroline-QUEROLI-33874,20, 32, FRANCE, Right, Sabre , D/7,  V/15
2016-227, 32,Sofia-POZDNIAKOVA-31161,21, 7, RUSSIA, Right, Sabre ,Patsara-MANUNYA-27405,22, 355, THAILAND, Right, Sabre , V/15,  D/13
2016-227, 32,Liza-PUSZTAI-39147,17, 16, HUNGARY, Right, Sabre ,Petra-ZAHONYI-32720,21, 186, HUNGARY, Right, Sabre , D/10,  V/15
2016-227, 32,Lucia-LUCARINI-34297,20, 101, ITALY, Right, Sabre ,Hanna-IVANISHCHANKA-31974,22, 188, BELARUS, Right, Sabre , V/15,  D/10
2016-227, 32,Minyoung-KANG-37392,22, 244, KOREA, Right, Sabre ,Karen_Ngai_Hing-CHANG-30887,22, 67, HONG KONG, Right, Sabre , D/14,  V/15
2016-227, 32,Theodora-GKOUNTOURA-32856,21, 22, GREECE, Right, Sabre ,Rebecca-GARGANO-32265,22, 90, ITALY, Right, Sabre , V/15,  D/11
2016-227, 32,Lea-KRUEGER-28460,22, 97, GERMANY, Right, Sabre ,Tania-ARRAYALES-30697,22, None, MEXICO, Right, Sabre , D/7,  V/15
2016-227, 32,Manon-BRUNET-30542,22, 11, FRANCE, Right, Sabre ,Sylwia-MATUSZAK-33907,21, 167, POLAND, Right, Sabre , V/15,  D/7
2016-227, 32,Hengyu-YANG-34904,22, 30, CHINA, Right, Sabre ,Anna-BASHTA-31300,22, 61, RUSSIA, Left, Sabre , D/12,  V/15
2016-227, 32,Larissa-EIFLER-34051,19, 187, GERMANY, Left, Sabre ,Eunhye-JEON-35212,21, 213, KOREA, Right, Sabre , D/13,  V/15
2016-227, 32,Palina-KASPIAROVICH-29970,22, 119, BELARUS, Left, Sabre ,Yiqi-GUO-34906,21, 141, CHINA, Right, Sabre , V/15,  D/14
2016-227, 32,Margaux-RIFKISS-30627,22, 50, FRANCE, Right, Sabre ,Margaux-GIMALAC-32383,21, 126, FRANCE, Left, Sabre , V/15,  D/11
2016-227, 32,Yaqi-SHAO-31302,22, 13, CHINA, Right, Sabre ,Flaminia-PREARO-28640,22, 431, ITALY, Right, Sabre , V/15,  D/6
2016-227, 32,Ayaka-MUKAE-31866,20, 170, JAPAN, Right, Sabre ,Michela-BATTISTON-31927,21, 69, ITALY, Right, Sabre , D/5,  V/15
2016-227, 32,Dana-AMANZHOLOVA-30641,22, None, KAZAKHSTAN, Right, Sabre ,Svetlana-SHEVELEVA-35113,21, 21, RUSSIA, Left, Sabre , D/9,  V/15
2016-227, 16,Misaki-EMURA-32026,20, 37, JAPAN, Right, Sabre ,Caroline-QUEROLI-33874,20, 32, FRANCE, Right, Sabre , D/11,  V/15
2016-227, 16,Sofia-POZDNIAKOVA-31161,21, 7, RUSSIA, Right, Sabre ,Petra-ZAHONYI-32720,21, 186, HUNGARY, Right, Sabre , D/5,  V/15
2016-227, 16,Lucia-LUCARINI-34297,20, 101, ITALY, Right, Sabre ,Karen_Ngai_Hing-CHANG-30887,22, 67, HONG KONG, Right, Sabre , V/15,  D/11
2016-227, 16,Theodora-GKOUNTOURA-32856,21, 22, GREECE, Right, Sabre ,Tania-ARRAYALES-30697,22, None, MEXICO, Right, Sabre , D/13,  V/15
2016-227, 16,Manon-BRUNET-30542,22, 11, FRANCE, Right, Sabre ,Anna-BASHTA-31300,22, 61, RUSSIA, Left, Sabre , V/15,  D/9
2016-227, 16,Eunhye-JEON-35212,21, 213, KOREA, Right, Sabre ,Palina-KASPIAROVICH-29970,22, 119, BELARUS, Left, Sabre , V/15,  D/14
2016-227, 16,Margaux-RIFKISS-30627,22, 50, FRANCE, Right, Sabre ,Yaqi-SHAO-31302,22, 13, CHINA, Right, Sabre , V/15,  D/6
2016-227, 16,Michela-BATTISTON-31927,21, 69, ITALY, Right, Sabre ,Svetlana-SHEVELEVA-35113,21, 21, RUSSIA, Left, Sabre , D/8,  V/15
2016-227, 8,Caroline-QUEROLI-33874,20, 32, FRANCE, Right, Sabre ,Petra-ZAHONYI-32720,21, 186, HUNGARY, Right, Sabre , V/15,  D/8
2016-227, 8,Lucia-LUCARINI-34297,20, 101, ITALY, Right, Sabre ,Tania-ARRAYALES-30697,22, None, MEXICO, Right, Sabre , V/15,  D/6
2016-227, 8,Manon-BRUNET-30542,22, 11, FRANCE, Right, Sabre ,Eunhye-JEON-35212,21, 213, KOREA, Right, Sabre , V/15,  D/8
2016-227, 8,Margaux-RIFKISS-30627,22, 50, FRANCE, Right, Sabre ,Svetlana-SHEVELEVA-35113,21, 21, RUSSIA, Left, Sabre , D/13,  V/15
2016-227, 4,Caroline-QUEROLI-33874,20, 32, FRANCE, Right, Sabre ,Lucia-LUCARINI-34297,20, 101, ITALY, Right, Sabre , V/15,  D/12
2016-227, 4,Manon-BRUNET-30542,22, 11, FRANCE, Right, Sabre ,Svetlana-SHEVELEVA-35113,21, 21, RUSSIA, Left, Sabre , V/15,  D/7
2016-227, 2,Caroline-QUEROLI-33874,20, 32, FRANCE, Right, Sabre ,Manon-BRUNET-30542,22, 11, FRANCE, Right, Sabre , V/15,  D/12
2016-225, 32,Erica-CIPRESSA-28701,22, 35, ITALY, Right, Foil ,Ayesha-FIHOSY-29176,22, 232, GREAT BRITAIN, Right, Foil , V/15,  D/5
2016-225, 32,Kata-KONDRICZ-32912,20, 96, HUNGARY, Right, Foil ,Ester-SCHREIBER-27945,21, 99, SWEDEN, Right, Foil , V/15,  D/11
2016-225, 32,Rozene-CASTANIE-32658,21, 127, FRANCE, Right, Foil ,Maeva-RANCUREL-32359,22, 475, FRANCE, Right, Foil , D/8,  V/15
2016-225, 32,Xingxin-HUO-29115,22, 24, CHINA, Left, Foil ,Ana-BOLDOR-32902,21, 332, ROMANIA, Right, Foil , V/15,  D/11
2016-225, 32,Serena-ROSSINI-34449,19, 101, ITALY, Right, Foil ,Veronika_Viktorie-MATRASZEK-34161,20, 423, CZECH REPUBLIC, Right, Foil , V/15,  D/8
2016-225, 32,Malina-CALUGAREANU-27093,22, 103, ROMANIA, Left, Foil ,Chaeyeong-KO-29224,22, 132, KOREA, Right, Foil , D/12,  V/15
2016-225, 32,Martyna-DLUGOSZ-28249,22, 93, POLAND, Left, Foil ,Kim-KIRSCHEN-28461,22, 87, GERMANY, Right, Foil , V/15,  D/7
2016-225, 32,Marie-DUCHESNE-32483,21, 260, FRANCE, Left, Foil ,Komaki-KIKUCHI-37023,21, 15, JAPAN, Left, Foil , D/14,  V/15
2016-225, 32,Yvonne-CHART-31632,22, 191, GREAT BRITAIN, Right, Foil ,Elisabetta-BIANCHIN-30818,21, 66, ITALY, Right, Foil , D/10,  V/15
2016-225, 32,Ying-CAO-36820,17, None, CANADA, Right, Foil ,Sabrina-MASSIALAS-28086,21, 139, USA, Right, Foil , D/5,  V/15
2016-225, 32,Marta-MARTYANOVA-34564,20, 23, RUSSIA, Right, Foil ,Viktoria-MESTERI-30084,22, 180, HUNGARY, Left, Foil , V/15,  D/6
2016-225, 32,Victoria-YUSOVA-37880,20, 157, RUSSIA, Left, Foil ,Julia-CHRZANOWSKA-30140,21, 148, POLAND, Right, Foil , D/7,  V/15
2016-225, 32,Yiting-FU-35370,22, 29, CHINA, Right, Foil ,Xueying-XIONG-34887,21, 498, CHINA, Left, Foil , V/13,  D/8
2016-225, 32,Iman-BLOW-31682,21, 92, USA, Right, Foil ,Camilla-RIVANO-30615,22, 242, ITALY, Right, Foil , V/15,  D/8
2016-225, 32,Nicole_Mae_Hui_Shan-WONG-31042,20, 476, SINGAPORE, Right, Foil ,Mariana-PISTOIA-34747,20, 152, BRAZIL, Right, Foil , D/9,  V/14
2016-225, 32,Leandra-BEHR-26798,22, 129, GERMANY, Right, Foil ,Leonie-EBERT-33746,19, 6, GERMANY, Left, Foil , D/9,  V/15
2016-225, 16,Erica-CIPRESSA-28701,22, 35, ITALY, Right, Foil ,Kata-KONDRICZ-32912,20, 96, HUNGARY, Right, Foil , V/15,  D/5
2016-225, 16,Maeva-RANCUREL-32359,22, 475, FRANCE, Right, Foil ,Xingxin-HUO-29115,22, 24, CHINA, Left, Foil , V/15,  D/11
2016-225, 16,Serena-ROSSINI-34449,19, 101, ITALY, Right, Foil ,Chaeyeong-KO-29224,22, 132, KOREA, Right, Foil , V/15,  D/12
2016-225, 16,Martyna-DLUGOSZ-28249,22, 93, POLAND, Left, Foil ,Komaki-KIKUCHI-37023,21, 15, JAPAN, Left, Foil , V/15,  D/8
2016-225, 16,Elisabetta-BIANCHIN-30818,21, 66, ITALY, Right, Foil ,Sabrina-MASSIALAS-28086,21, 139, USA, Right, Foil , D/6,  V/15
2016-225, 16,Marta-MARTYANOVA-34564,20, 23, RUSSIA, Right, Foil ,Julia-CHRZANOWSKA-30140,21, 148, POLAND, Right, Foil , V/15,  D/11
2016-225, 16,Yiting-FU-35370,22, 29, CHINA, Right, Foil ,Iman-BLOW-31682,21, 92, USA, Right, Foil , V/15,  D/4
2016-225, 16,Mariana-PISTOIA-34747,20, 152, BRAZIL, Right, Foil ,Leonie-EBERT-33746,19, 6, GERMANY, Left, Foil , D/1,  V/15
2016-225, 8,Erica-CIPRESSA-28701,22, 35, ITALY, Right, Foil ,Maeva-RANCUREL-32359,22, 475, FRANCE, Right, Foil , V/15,  D/12
2016-225, 8,Serena-ROSSINI-34449,19, 101, ITALY, Right, Foil ,Martyna-DLUGOSZ-28249,22, 93, POLAND, Left, Foil , D/12,  V/15
2016-225, 8,Sabrina-MASSIALAS-28086,21, 139, USA, Right, Foil ,Marta-MARTYANOVA-34564,20, 23, RUSSIA, Right, Foil , V/14,  D/13
2016-225, 8,Yiting-FU-35370,22, 29, CHINA, Right, Foil ,Leonie-EBERT-33746,19, 6, GERMANY, Left, Foil , V/14,  D/13
2016-225, 4,Erica-CIPRESSA-28701,22, 35, ITALY, Right, Foil ,Martyna-DLUGOSZ-28249,22, 93, POLAND, Left, Foil , V/15,  D/13
2016-225, 4,Sabrina-MASSIALAS-28086,21, 139, USA, Right, Foil ,Yiting-FU-35370,22, 29, CHINA, Right, Foil , V/14,  D/13
2016-225, 2,Erica-CIPRESSA-28701,22, 35, ITALY, Right, Foil ,Sabrina-MASSIALAS-28086,21, 139, USA, Right, Foil , D/9,  V/15
2016-228, 32,Benjamin-NATANZON-32636,21, 54, USA, Right, Sabre ,Bogdan-PLATONOV-31131,22, 204, UKRAINE, Right, Sabre , V/15,  D/11
2016-228, 32,Andrey-GLADKOV-38820,21, 598, RUSSIA, Left, Sabre ,Miklos-PECH-32711,22, 131, HUNGARY, Left, Sabre , V/15,  D/11
2016-228, 32,Constantin-KRAUSE-32069,22, None, GERMANY, Right, Sabre ,Changsung-LEE-40536,19, None, KOREA, Left, Sabre , V/15,  D/12
2016-228, 32,Andres-HERNANDEZ_CABALLERO-30167,22, 441, SPAIN, Right, Sabre ,Federico-RICCARDI-30168,21, 506, ITALY, Right, Sabre , D/6,  V/15
2016-228, 32,Lai_Tai_Nelson-SHUM-32973,21, 273, HONG KONG, Right, Sabre ,Yeonseung-KANG-40537,22, None, KOREA, Left, Sabre , D/7,  V/15
2016-228, 32,Mokhtar-WAFAEY-32724,22, None, EGYPT, Right, Sabre ,Jean_Philippe-PATRICE-32390,21, 125, FRANCE, Right, Sabre , D/5,  V/15
2016-228, 32,Konstantin-LOKHANOV-34636,20, 35, RUSSIA, Right, Sabre ,William-DEARY-32237,21, 70, GREAT BRITAIN, Right, Sabre , V/15,  D/13
2016-228, 32,Yevgen-TRYFONOV-33717,20, None, UKRAINE, Right, Sabre ,Charles-COLLEAU-30539,22, 243, FRANCE, Right, Sabre , D/9,  V/15
2016-228, 32,Fares-FERJANI-32326,21, 15, TUNISIA, Right, Sabre ,Grant-WILLIAMS-34354,22, 148, USA, Left, Sabre , V/15,  D/11
2016-228, 32,Kunihiko-FITZ_GERALD-32896,21, 246, JAPAN, Right, Sabre ,Istvan-KOVACS-30602,22, 560, HUNGARY, Right, Sabre , V/15,  D/9
2016-228, 32,Voragun-SRINUALNAD-34946,19, 138, THAILAND, Right, Sabre ,Eugenio-CASTELLO-30024,22, None, ITALY, Right, Sabre , V/15,  D/11
2016-228, 32,Marios-GIAKOUMATOS-29300,21, 519, GREECE, Left, Sabre ,Stefano_Ivan-LUCCHETTI-29223,21, 53, ARGENTINA, Right, Sabre , D/13,  V/15
2016-228, 32,Anatoliy-KOSTENKO-37867,20, 91, RUSSIA, Left, Sabre ,Dario-CAVALIERE-32262,21, 43, ITALY, Right, Sabre , V/15,  D/12
2016-228, 32,Cameron-MACKAY-31406,22, 605, CANADA, Right, Sabre ,Daniel_Rui_En-SEE-37345,19, None, SINGAPORE, Right, Sabre , V/15,  D/10
2016-228, 32,Artsiom-NOVIKAU-29210,22, 182, BELARUS, Right, Sabre ,Eduard-GERT-30200,22, None, GERMANY, Right, Sabre , D/12,  V/15
2016-228, 32,Jose-QUINTERO-28876,22, 161, VENEZUELA, Right, Sabre ,Inaki-BRAVO-34328,20, 390, SPAIN, Right, Sabre , D/14,  V/15
2016-228, 16,Benjamin-NATANZON-32636,21, 54, USA, Right, Sabre ,Andrey-GLADKOV-38820,21, 598, RUSSIA, Left, Sabre , D/5,  V/15
2016-228, 16,Constantin-KRAUSE-32069,22, None, GERMANY, Right, Sabre ,Federico-RICCARDI-30168,21, 506, ITALY, Right, Sabre , D/12,  V/15
2016-228, 16,Yeonseung-KANG-40537,22, None, KOREA, Left, Sabre ,Jean_Philippe-PATRICE-32390,21, 125, FRANCE, Right, Sabre , D/13,  V/15
2016-228, 16,Konstantin-LOKHANOV-34636,20, 35, RUSSIA, Right, Sabre ,Charles-COLLEAU-30539,22, 243, FRANCE, Right, Sabre , D/9,  V/15
2016-228, 16,Fares-FERJANI-32326,21, 15, TUNISIA, Right, Sabre ,Kunihiko-FITZ_GERALD-32896,21, 246, JAPAN, Right, Sabre , D/14,  V/15
2016-228, 16,Voragun-SRINUALNAD-34946,19, 138, THAILAND, Right, Sabre ,Stefano_Ivan-LUCCHETTI-29223,21, 53, ARGENTINA, Right, Sabre , D/10,  V/15
2016-228, 16,Anatoliy-KOSTENKO-37867,20, 91, RUSSIA, Left, Sabre ,Cameron-MACKAY-31406,22, 605, CANADA, Right, Sabre , V/15,  D/12
2016-228, 16,Eduard-GERT-30200,22, None, GERMANY, Right, Sabre ,Inaki-BRAVO-34328,20, 390, SPAIN, Right, Sabre , V/15,  D/10
2016-228, 8,Andrey-GLADKOV-38820,21, 598, RUSSIA, Left, Sabre ,Federico-RICCARDI-30168,21, 506, ITALY, Right, Sabre , V/15,  D/9
2016-228, 8,Jean_Philippe-PATRICE-32390,21, 125, FRANCE, Right, Sabre ,Charles-COLLEAU-30539,22, 243, FRANCE, Right, Sabre , D/14,  V/15
2016-228, 8,Kunihiko-FITZ_GERALD-32896,21, 246, JAPAN, Right, Sabre ,Stefano_Ivan-LUCCHETTI-29223,21, 53, ARGENTINA, Right, Sabre , V/15,  D/13
2016-228, 8,Anatoliy-KOSTENKO-37867,20, 91, RUSSIA, Left, Sabre ,Eduard-GERT-30200,22, None, GERMANY, Right, Sabre , V/15,  D/6
2016-228, 4,Andrey-GLADKOV-38820,21, 598, RUSSIA, Left, Sabre ,Charles-COLLEAU-30539,22, 243, FRANCE, Right, Sabre , D/11,  V/15
2016-228, 4,Kunihiko-FITZ_GERALD-32896,21, 246, JAPAN, Right, Sabre ,Anatoliy-KOSTENKO-37867,20, 91, RUSSIA, Left, Sabre , D/13,  V/15
2016-228, 2,Charles-COLLEAU-30539,22, 243, FRANCE, Right, Sabre ,Anatoliy-KOSTENKO-37867,20, 91, RUSSIA, Left, Sabre , V/15,  D/13
2016-238, 32,Kerem-ERCAN-38994,17, 313, GERMANY, Right, Foil ,Jan-JURKIEWICZ-40486,18, 324, POLAND, Right, Foil , D/6,  V/15
2016-238, 32,Ryan_Ren_An-ONG-35173,19, None, SINGAPORE, Left, Foil ,Piotr-BOROWIEC-36344,19, 425, POLAND, Right, Foil , V/15,  D/11
2016-238, 32,Tamas-MENDREY-34565,19, None, HUNGARY, Left, Foil ,Kwangjong-LEE-40549,18, None, KOREA, Left, Foil , D/13,  V/15
2016-238, 32,Kirill-BORODACHEV-37878,18, 92, RUSSIA, Left, Foil ,Kohei-SUGAWARA-40751,19, None, JAPAN, Right, Foil , V/15,  D/6
2016-238, 32,Erik-BENYEI-35665,19, None, HUNGARY, Right, Foil ,Erik_Gabriel-VARAS-32569,20, 475, ARGENTINA, Right, Foil , V/15,  D/6
2016-238, 32,Jacob_Brandt-LANG-34542,18, 376, DENMARK, Right, Foil ,Lok_Wang_Lawrence-NG-37311,19, 210, HONG KONG, Right, Foil , D/9,  V/15
2016-238, 32,Yuto-UENO-36490,19, 252, JAPAN, Right, Foil ,Tommaso-MARINI-41142,18, 80, ITALY, Right, Foil , D/10,  V/15
2016-238, 32,Tommaso-CHIAPPELLI-38984,19, 371, ITALY, Right, Foil ,Vladislav-MYLNIKOV-40354,18, 240, RUSSIA, Left, Foil , D/8,  V/15
2016-238, 32,Darren_Jun_Hao-TAN-39225,18, 333, SINGAPORE, Right, Foil ,Daniel-GIACON-38932,18, 103, NETHERLANDS, Right, Foil , D/8,  V/15
2016-238, 32,Tyvan-BIBARD-40104,19, 645, FRANCE, Right, Foil ,Rui-FUJIKURA-40750,19, 312, JAPAN, Right, Foil , D/10,  V/15
2016-238, 32,Raphael-SAVIN-39650,18, 185, FRANCE, Right, Foil ,Szymon-CZARTORYJSKI-37802,19, 307, POLAND, Right, Foil , D/9,  V/15
2016-238, 32,Diego-MARROQUIN-33512,20, 594, MEXICO, Left, Foil ,Luis-KLEIN-38990,20, 197, GERMANY, Right, Foil , D/14,  V/15
2016-238, 32,Kim-SEYTOR-40106,18, None, FRANCE, Right, Foil ,Blake-BROSZUS-39391,18, 146, CANADA, Left, Foil , V/15,  D/9
2016-238, 32,Silviu-ROSU-35225,18, 378, ROMANIA, Right, Foil ,Geoffrey-TOURETTE-31783,19, 94, USA, Right, Foil , D/6,  V/15
2016-238, 32,Augusto_Antonio-SERVELLO-32232,19, 106, ARGENTINA, Left, Foil ,Michael-LI-36397,19, None, USA, Left, Foil , D/12,  V/15
2016-238, 32,Mateusz-KOZAK-36828,19, 782, CANADA, Right, Foil ,Pietro-VELLUTI_FRANZI-36128,19, 404, ITALY, Right, Foil , D/4,  V/15
2016-238, 16,Jan-JURKIEWICZ-40486,18, 324, POLAND, Right, Foil ,Ryan_Ren_An-ONG-35173,19, None, SINGAPORE, Left, Foil , D/12,  V/15
2016-238, 16,Kwangjong-LEE-40549,18, None, KOREA, Left, Foil ,Kirill-BORODACHEV-37878,18, 92, RUSSIA, Left, Foil , D/11,  V/15
2016-238, 16,Erik-BENYEI-35665,19, None, HUNGARY, Right, Foil ,Lok_Wang_Lawrence-NG-37311,19, 210, HONG KONG, Right, Foil , D/14,  V/15
